Order,praatword,distance,surprisal
1219,on,10,5.278722
1220,the,7,1.410972
1221,second,11,4.847084
1222,time,12,5.444595
1223,round,12,10.883717
1224,she,12,5.727311
1225,came,14,5.349834
1226,upon,14,7.050649
1227,a,7,2.264305
1228,low,16,6.984044
1229,curtain,13,10.052941
1230,she,13,6.302899
1231,had,15,2.267411
1232,not,15,3.774841
1233,noticed,15,6.126997
1234,before,16,3.760646
1235,and,17,2.573805
1236,behind,17,10.102598
1237,it,16,3.676321
1238,was,19,3.925058
1239,a,5,2.969869
1240,little,9,4.138585
1241,door,12,12.413641
1242,about,11,7.099126
1243,fifteen,13,12.909322
1244,inches,13,4.847728
1245,high,13,5.426382
1246,she,15,8.672963
1247,tried,16,6.428621
1248,the,9,4.948366
1249,little,16,6.857282
1250,golden,17,9.852954
1251,key,16,11.531606
1252,in,16,3.031625
1253,the,10,0.876009
1254,lock,17,12.890648
1255,and,17,4.089874
1256,to,17,7.677407
1257,her,16,5.284550
1258,great,19,8.045713
1259,delight,19,6.842103
1260,it,19,4.921384
1261,fitted,12,11.247558
1262,alice,9,10.933557
1263,opened,11,8.806426
1264,the,8,1.291176
1265,door,12,1.664778
1266,and,12,3.119735
1267,found,12,5.327045
1268,that,12,2.880650
1269,it,13,3.705669
1270,led,15,8.258051
1271,into,15,5.834023
1272,a,7,1.452793
1273,small,17,5.319908
1274,passage,17,8.914917
1275,not,17,7.297877
1276,much,18,6.586654
1277,larger,18,6.870562
1278,than,18,2.141950
1279,a,7,2.190309
1281,hole,5,2.873371
1282,she,20,6.098430
1283,knelt,23,10.673265
1284,down,23,3.365314
1285,and,23,3.099285
1286,looked,22,5.310053
1287,along,23,6.764188
1288,the,12,3.317086
1289,passage,25,10.978550
1290,into,25,6.272904
1291,the,9,1.270049
1292,loveliest,4,2.948143
1293,garden,27,7.350041
1294,you,27,11.080557
1295,ever,29,7.199815
1296,saw,30,3.056493
1297,how,9,6.868405
1298,she,11,6.974517
1299,longed,12,11.163243
1300,to,12,1.370546
1301,get,15,3.494661
1302,out,15,3.399288
1303,of,16,0.653148
1304,that,17,4.677212
1305,dark,18,6.324820
1306,hall,18,6.485182
1307,and,18,3.074655
1308,wander,16,7.632828
1309,about,14,6.114860
1310,among,17,9.955690
1311,those,18,4.323680
1312,beds,19,10.268375
1313,of,19,5.842372
1314,bright,20,8.960713
1315,flowers,21,5.051607
1316,and,21,2.071130
1317,those,19,8.589363
1318,cool,21,10.216145
1319,fountains,10,2.826613
1320,but,23,6.489342
1321,she,15,4.395165
1322,could,11,3.805799
1323,not,22,1.773043
1324,even,18,3.923992
1325,get,20,3.600267
1326,her,9,3.045879
1327,head,13,5.271639
1328,through,13,5.270069
1329,the,10,1.440972
1330,doorway,15,6.565239
1331,and,15,2.644739
1332,even,10,5.056605
1333,if,14,3.303271
1334,my,9,6.058796
1335,head,12,5.438142
1336,would,12,4.801764
1337,go,15,4.059537
1338,through,16,3.990573
1339,thought,16,11.301757
1340,poor,17,11.256181
1341,alice,16,10.200691
1342,it,16,5.544644
1343,would,17,2.054066
1344,be,14,1.038051
1345,of,14,7.059989
1346,very,14,6.314658
1347,little,15,3.020707
1348,use,16,6.409274
1349,without,15,7.031914
1350,my,15,6.122298
1351,shoulders,17,8.023072
1352,oh,9,8.480872
1353,how,10,5.517597
1354,i,12,5.202133
1355,wish,13,6.579012
1356,i,13,2.097637
1357,could,16,1.730764
1358,shut,16,8.050007
1359,up,17,3.331201
1360,like,18,7.049591
1361,a,6,2.057103
1362,telescope,19,9.331911
1363,i,9,3.761499
1364,think,11,2.386365
1365,i,9,2.707521
1366,could,14,3.661676
1367,if,14,9.779699
1368,i,14,1.102292
1369,only,18,8.377506
1370,knew,18,4.951611
1371,how,18,3.408281
1372,to,17,0.967847
1373,begin,21,7.184041
1374,for,9,4.994952
1375,you,10,6.416455
1376,see,11,6.329212
1377,so,12,6.988728
1378,many,13,1.193718
1382,way,10,3.435316
1383,things,14,5.876489
1384,had,15,8.239555
1385,happened,16,5.847631
1386,lately,19,7.748458
1387,that,18,4.551299
1388,alice,14,10.042228
1389,had,15,2.850369
1390,begun,15,6.513485
1391,to,16,0.799292
1392,think,18,4.546176
1393,that,16,2.475547
1394,very,20,8.650677
1395,few,20,2.276487
1396,things,23,3.989922
1397,indeed,22,10.179204
1398,were,22,2.249947
1399,really,22,5.172188
1400,impossible,24,7.082869
1401,there,9,4.681178
1402,seemed,10,7.049051
1403,to,11,0.274050
1404,be,13,0.045558
1405,no,9,1.378811
1406,use,15,7.172974
1407,in,15,3.481803
1408,waiting,16,8.451331
1409,by,18,6.350532
1410,the,9,1.436998
1411,little,20,8.332883
1412,door,20,10.189033
1413,so,20,5.700969
1414,she,20,4.033820
1415,went,20,5.216059
1416,back,21,3.255519
1417,to,14,0.827666
1418,the,8,1.360695
1419,table,14,6.175013
1420,half,23,10.292207
1421,hoping,15,10.002824
1422,she,15,3.037031
1423,might,16,3.506206
1424,find,18,4.111225
1425,another,19,5.199564
1426,key,18,7.986853
1427,on,18,5.934209
1428,it,19,4.227604
1429,or,20,8.138059
1430,at,16,5.788738
1431,any,19,5.154568
1432,rate,20,5.952655
1433,a,8,5.406518
1434,book,19,6.111724
1435,of,19,3.450641
1436,rules,20,11.095068
1437,for,20,3.957012
1438,shutting,15,10.694949
1439,people,17,5.539920
1440,up,18,2.019247
1441,like,18,6.204217
1442,telescopes,18,12.353286
1443,this,19,7.629245
1444,time,20,2.584296
1445,she,17,6.126780
1446,found,15,5.291642
1447,a,7,2.378166
1448,little,22,4.923257
1449,bottle,22,7.994430
1450,on,22,3.754736
1451,it,19,4.058231
1452,which,23,7.570814
1453,certainly,14,8.170336
1454,was,16,1.773630
1455,not,15,2.852490
1456,here,16,6.984551
1457,before,16,4.956941
1458,said,16,9.583518
1459,alice,18,8.775399
1460,and,18,4.287823
1462,round,15,13.497904
1463,the,10,2.503767
1464,neck,16,7.361670
1465,of,17,2.040667
1466,the,8,1.154194
1467,bottle,19,7.315475
1468,was,19,9.055224
1469,a,5,2.982758
1470,paper,17,8.526396
1471,label,17,9.367102
1472,with,17,4.259593
1473,the,8,2.240940
1474,words,13,5.296210
1475,drink,19,12.727947
1476,me,20,6.125106
1477,beautifully,21,9.687515
1478,printed,16,6.227762
1479,on,17,7.663817
1480,it,18,4.208755
1481,in,19,4.974304
1482,large,18,8.177022
1483,letters,19,7.162316
1484,it,9,3.476428
1485,was,10,1.719319
1486,all,9,5.392457
1487,very,12,5.279924
1488,well,13,5.228621
1489,to,12,4.171466
1490,say,14,3.364505
1491,drink,15,13.267588
1492,me,16,6.468549
1493,but,17,3.575526
1494,the,8,2.973002
1495,wise,10,10.833744
1496,little,18,5.606085
1497,alice,18,11.891697
1498,was,12,2.441156
1499,not,13,3.241726
1500,going,13,3.238277
1501,to,13,0.092928
1502,do,16,3.450006
1503,that,12,2.107967
1504,in,16,3.811394
1505,a,7,2.102326
1506,hurry,18,4.639468
1507,no,9,5.900614
1508,i,10,5.119698
1509,'ll,12,3.825995
1510,look,13,4.695700
1511,first,13,8.598477
1512,she,13,4.585116
1513,said,15,0.493475
1514,and,15,4.859203
1515,see,9,8.381734
1516,whether,12,4.930245
1517,it,13,2.349967
1518,'s,14,0.805613
1519,marked,15,10.305971
1520,poison,15,13.524564
1521,or,17,2.480641
1522,not,16,0.976225
1523,for,17,7.481017
1524,she,17,7.661110
1525,had,15,5.871935
1526,read,15,7.218929
1527,several,16,6.963362
1528,nice,17,9.000640
1529,little,17,6.498067
1530,histories,18,10.451099
1531,about,16,3.153169
1532,children,18,6.957631
1533,who,19,2.853231
1534,had,17,2.905126
1535,got,22,5.911153
1536,burnt,23,12.122499
1537,and,20,2.791363
1538,eaten,21,5.186852
1539,up,21,4.600904
1540,by,22,2.596480
1541,wild,22,7.789829
1542,beasts,23,6.473140
1543,and,23,3.475430
1544,other,22,3.112808
1545,unpleasant,24,10.686743
1546,things,25,4.619814
1547,all,21,8.195096
1548,because,26,6.326397
1549,they,21,2.353814
1550,would,24,3.979423
1551,not,24,2.009371
1552,remember,24,6.387080
1553,the,9,2.174141
1554,simple,26,8.721378
1555,rules,26,7.228407
1556,their,26,6.968888
1557,friends,26,4.884401
1558,had,29,1.997375
1559,taught,29,6.504223
1560,them,30,4.056019
1561,such,32,8.707154
1562,as,12,0.691236
1563,that,17,4.286878
1564,a,12,5.619572
1566,hot,5,2.954475
1567,poker,29,10.958672
1568,will,29,6.905036
1569,burn,29,6.079228
1570,you,30,4.626048
1571,if,31,5.240335
1572,you,25,0.729423
1573,hold,34,6.994391
1574,it,24,2.366837
1575,too,34,5.965737
1576,long,34,3.461722
1577,and,25,3.323053
1578,that,17,5.807297
1579,if,30,5.046543
1580,you,20,0.710414
1581,cut,37,7.109394
1582,your,36,2.557559
1583,finger,40,4.424037
1584,very,40,7.981263
1585,deeply,40,6.245974
1586,with,34,4.684566
1587,a,7,1.840670
1588,knife,41,4.711516
1589,it,22,2.452988
1590,usually,37,7.560421
1591,bleeds,10,3.698971
1592,and,27,4.125224
1593,she,33,6.559787
1594,had,26,4.504946
1595,never,26,4.249869
1596,forgotten,27,5.122444
1597,that,11,2.831725
1598,if,13,5.092397
1599,you,13,1.913157
1600,drink,16,8.625118
1601,much,17,7.439460
1602,from,18,5.605501
1603,a,7,2.270301
1604,bottle,20,6.168823
1605,marked,20,11.130440
1606,poison,20,14.581434
1607,it,19,2.399167
1608,is,16,2.812189
1609,almost,15,6.368917
1610,certain,16,3.747166
1611,to,14,1.451879
1612,disagree,19,11.181522
1613,with,18,1.350990
1614,you,19,2.759163
1615,sooner,20,9.653270
1616,or,19,1.767624
1617,later,19,0.049227
1618,however,9,5.627935
1619,this,10,4.880129
1620,bottle,10,13.419464
1621,was,10,2.742762
1622,not,9,2.804411
1623,marked,12,8.672303
1624,poison,12,15.504470
1625,so,14,6.146662
1626,alice,13,10.520594
1627,ventured,12,9.346085
1628,to,11,2.158575
1629,taste,13,8.220510
1630,it,14,3.717673
1631,and,15,2.752502
1632,finding,15,11.184960
1633,it,15,2.868975
1634,very,16,5.089551
1635,nice,17,4.468446
1636,it,17,6.026412
1637,had,19,3.192082
1638,in,19,6.783837
1639,fact,20,3.653602
1640,a,11,4.180124
1641,sort,20,7.341853
1642,of,20,0.050817
1643,mixed,21,9.030853
1644,flavour,11,2.597013
1645,of,22,4.193715
1647,tart,6,3.089548
1648,custard,24,11.829788
1649,pine-apple,11,4.535477
1650,roast,25,9.126261
1651,turkey,25,8.316967
1652,toffee,9,2.999341
1653,and,24,1.073857
1654,hot,23,6.063012
1655,buttered,24,12.884120
1656,toast,24,9.281095
1657,she,24,8.800211
1658,very,21,9.880243
1659,soon,21,2.686514
1660,finished,21,6.540446
1661,it,21,4.713292
1662,off,12,4.412381
1663,what,9,5.767229
1664,a,7,4.985882
1665,curious,11,9.366053
1666,feeling,11,5.785073
1667,said,9,8.933218
1668,alice,11,10.094161
1669,i,11,5.464771
1670,must,12,6.547801
1671,be,14,1.910670
1672,shutting,15,11.834908
1673,up,13,3.670584
1674,like,14,6.581845
1675,a,8,1.541573
1676,telescope,16,9.861073
1677,and,9,4.263463
1678,so,9,4.872912
1679,it,10,2.836849
1680,was,10,1.998527
1681,indeed,12,8.357077
1682,she,13,8.371872
1683,was,11,2.683100
1684,now,15,6.211194
1685,only,13,6.987588
1686,ten,15,8.558105
1687,inches,15,6.340887
1688,high,15,4.040754
1689,and,14,5.886724
1690,her,14,7.420329
1691,face,17,5.281328
1692,brightened,17,9.934440
1693,up,16,5.122003
1694,at,16,4.120920
1695,the,8,1.070542
1696,thought,18,6.913812
1697,that,16,2.714579
1698,she,19,2.080916
1699,was,21,1.240103
1700,now,21,6.158464
1701,the,12,3.334725
1702,right,22,5.862935
1703,size,22,6.119486
1704,for,22,4.346775
1705,going,23,8.357298
1706,through,25,3.341292
1707,the,14,1.226658
1708,little,27,8.377137
1709,door,27,8.980838
1710,into,27,6.470419
1711,that,20,5.620063
1712,lovely,29,9.045905
1713,garden,29,6.344751
1714,first,9,7.460668
1715,however,10,5.930054
1716,she,10,4.156156
1717,waited,10,7.680104
1718,for,11,1.340940
1719,a,7,1.766609
1720,few,13,4.111742
1721,minutes,13,2.288656
1722,to,13,1.138014
1723,see,16,2.571131
1724,if,17,2.538299
1725,she,17,1.815977
1726,was,18,1.453090
1727,going,19,2.932108
1728,to,15,0.119930
1729,shrink,22,9.939039
1730,any,23,6.613927
1731,further,24,4.817356
1732,she,21,7.695910
1733,felt,24,5.419336
1734,a,10,4.227533
1735,little,25,2.891592
1736,nervous,25,4.401408
1737,about,21,2.206715
1738,this,26,4.346784
1739,for,27,6.230375
1740,it,26,5.040963
1741,might,29,6.001642
1742,end,27,5.600817
1743,you,28,7.112910
1744,know,30,3.267760
1745,said,31,9.173744
1746,alice,13,9.224272
1747,to,14,6.836826
1748,herself,17,6.597698
1749,in,16,4.338548
1750,my,12,3.537439
1751,going,15,13.103773
1752,out,18,5.428498
1753,altogether,19,11.829736
1754,like,17,6.885951
1755,a,7,2.202799
1756,candle,19,9.252511
1757,i,9,3.761499
1758,wonder,11,6.945232
1759,what,11,1.989337
1760,i,13,2.673128
1761,should,14,4.879510
1762,be,14,2.337118
1763,like,15,5.458631
1764,then,16,7.756752
1765,and,9,4.263463
1766,she,10,4.467902
1767,tried,10,6.751161
1768,to,11,0.194003
1769,fancy,13,12.133562
1770,what,14,5.596342
1771,the,9,3.019231
1772,flame,10,9.808358
1773,of,17,5.984492
1774,a,8,3.711764
1775,candle,18,9.272721
1776,is,19,3.391629
1777,like,17,3.181987
1778,after,18,5.409522
1779,the,8,2.093841
1780,candle,19,10.338015
1781,is,19,3.830065
1782,blown,19,6.030249
1783,out,20,2.244371
1784,for,21,4.713319
1785,she,21,8.430583
1786,could,23,4.389391
1787,not,17,3.057975
1788,remember,23,4.524703
1789,ever,24,8.063442
1790,having,20,3.988933
1791,seen,20,4.375411
1792,such,21,5.650043
1793,a,8,0.833622
1794,thing,22,4.507542
1795,after,9,5.165378
1796,a,8,2.378532
1797,while,11,5.757554
1798,finding,11,9.204901
1799,that,13,2.906167
1800,nothing,13,7.414597
1801,more,8,4.103539
1802,happened,16,4.016482
1803,she,15,4.479634
1804,decided,10,5.596061
1805,on,12,5.060993
1806,going,12,6.805448
1807,into,14,2.752213
1808,the,9,1.141355
1809,garden,16,6.806143
1810,at,16,4.373259
1811,once,17,7.308079
1812,but,16,3.509567
1813,alas,15,11.672707
1814,for,15,5.947602
1815,poor,11,9.902159
1816,alice,12,11.025122
1817,when,9,5.170103
1818,she,10,3.735453
1819,got,12,3.957327
1820,to,12,2.411350
1821,the,10,1.331822
1822,door,14,6.082434
1823,she,14,2.451760
1824,found,17,4.518807
1825,she,17,4.491015
1826,had,14,1.520359
1827,forgotten,14,6.506953
1828,the,10,2.209944
1829,little,16,6.284214
1830,golden,16,10.082644
1831,key,16,12.357428
1832,and,16,3.422726
1833,when,16,6.021367
1834,she,15,1.214598
1835,went,19,3.973638
1836,back,19,3.191463
1837,to,15,0.905501
1838,the,9,1.316100
1839,table,22,6.738959
1840,for,22,4.404677
1841,it,20,5.007783
1842,she,19,1.553210
1843,found,14,4.442531
1844,she,11,4.306057
1845,could,14,3.001958
1846,not,14,1.924657
1847,possibly,14,5.446468
1848,reach,16,5.843497
1849,it,15,3.776308
1850,she,16,6.570258
1851,could,19,4.042261
1852,see,19,4.378594
1853,it,17,2.784565
1854,quite,21,8.793271
1855,plainly,16,9.019434
1856,through,15,7.094175
1857,the,9,1.398059
1858,glass,16,7.077978
1859,and,16,3.300823
1860,she,14,2.592374
1861,tried,10,5.426933
1862,her,9,4.880340
1863,best,13,6.713565
1864,to,13,3.378110
1865,climb,16,6.507202
1866,up,17,3.318279
1867,one,15,6.023687
1868,of,18,1.251905
1869,the,9,0.830656
1870,legs,17,7.028182
1871,of,20,1.283488
1872,the,11,1.376638
1873,table,21,7.448233
1874,but,22,5.770457
1875,it,9,2.553082
1876,was,10,0.702493
1877,too,12,4.224491
1878,slippery,13,7.541723
1879,and,13,3.383004
1880,when,9,6.026339
1881,she,13,2.517607
1882,had,13,3.706196
1883,tired,14,11.770893
1884,herself,15,7.451826
1885,out,16,5.213443
1886,with,16,5.123102
1887,trying,17,9.565761
1888,the,10,4.882119
1889,poor,19,8.109000
1890,little,19,8.627914
1891,thing,20,5.560271
1892,sat,20,10.341310
1893,down,20,2.855349
1894,and,13,3.236944
1895,cried,12,5.180202
1896,come,9,9.869529
1897,there,11,6.578954
1898,'s,12,3.060044
1899,no,11,1.870606
1900,use,14,7.216490
1901,in,14,3.441922
1902,crying,15,12.300781
1903,like,15,4.696180
1904,that,13,2.378350
1905,said,9,8.933218
1906,alice,11,10.094161
1907,to,11,8.154516
1908,herself,14,7.826784
1909,rather,13,9.825437
1910,sharply,13,10.070800
1911,i,11,5.621844
1912,advise,14,9.528227
1913,you,13,1.903363
1914,to,14,2.050205
1915,leave,15,4.690346
1916,off,16,6.422545
1917,this,16,4.023523
1918,minute,17,7.943775
1919,she,9,5.040805
1920,generally,10,9.518775
1921,gave,12,5.698771
1922,herself,10,6.876094
1923,very,10,7.341787
1924,good,13,2.238253
1925,advice,13,3.020402
1926,though,12,6.777112
1927,she,12,2.148687
1928,very,14,10.708288
1929,seldom,15,5.851191
1930,followed,15,7.374155
1931,it,14,3.105539
1932,and,15,2.619125
1933,sometimes,10,6.897399
1934,she,15,3.238843
1935,scolded,15,9.940195
1936,herself,14,3.981945
1937,so,15,6.327149
1938,severely,15,7.505779
1939,as,13,3.742431
1940,to,16,4.339085
1941,bring,18,6.219623
1942,tears,19,8.760685
1943,into,20,3.215298
1944,her,16,1.920024
1945,eyes,22,3.171076
1946,and,22,3.196718
1947,once,18,8.641290
1948,she,16,2.242512
1949,remembered,14,7.340747
1950,trying,16,7.921030
1951,to,16,0.142496
1952,box,20,11.345224
1953,her,15,1.848861
1954,own,20,5.597338
1955,ears,22,8.377462
1956,for,22,3.838789
1957,having,22,6.642657
1958,cheated,22,11.138204
1959,herself,21,5.262186
1960,in,22,2.925435
1961,a,7,2.097978
1962,game,23,6.146544
1963,of,23,2.616572
1964,croquet,6,2.873528
1965,she,23,2.908556
1966,was,28,2.041306
1967,playing,28,5.634574
1968,against,29,5.876876
1969,herself,30,6.514054
1970,for,28,4.211735
1971,this,26,5.394011
1972,curious,16,9.339453
1973,child,16,7.150538
1974,was,16,8.733373
1975,very,17,5.408933
1976,fond,18,5.803789
1977,of,18,0.362159
1978,pretending,19,9.602692
1979,to,19,1.171777
1980,be,21,1.036194
1981,two,21,7.635860
1982,people,23,5.017221
1983,but,9,3.255169
1984,it,9,2.998746
1985,'s,10,1.606528
1986,no,9,4.781127
1987,use,12,7.384125
1988,now,12,6.288553
1989,thought,13,9.838441
1990,poor,12,11.384107
1991,alice,14,12.812614
1992,to,14,5.743271
1993,pretend,15,8.667621
1994,to,16,1.919735
1995,be,18,1.044957
1996,two,19,8.045921
1997,people,19,4.617082
1998,why,9,7.268887
1999,there,11,6.436837
2000,'s,11,1.781222
2001,hardly,9,7.363133
2002,enough,14,3.490726
2003,of,14,3.186993
2004,me,15,5.227868
2005,left,16,7.650366
2006,to,15,2.445254
2007,make,19,4.024939
2008,one,18,5.761661
2009,respectable,20,11.498163
2010,person,19,8.192132
2011,soon,9,8.624729
2012,her,10,6.462074
2013,eye,11,7.734306
2014,fell,11,5.427632
2015,on,12,3.448568
2016,a,7,2.110742
2017,little,13,5.809881
2018,glass,13,6.953380
2019,box,13,6.272691
2020,that,13,3.319066
2021,was,10,1.836659
2022,lying,16,6.680674
2023,under,17,4.673504
2024,the,10,1.048767
2025,table,19,3.956612
2026,she,19,5.201698
2027,opened,22,8.069645
2028,it,22,3.708358
2029,and,23,2.417014
2030,found,10,4.919401
2031,in,21,5.414781
2032,it,22,5.208722
2033,a,11,4.141966
2034,very,15,5.590479
2035,small,10,3.816706
2036,cake,16,8.823450
2037,on,15,4.074459
2038,which,16,4.965107
2039,the,11,2.451459
2040,words,16,5.583302
2041,eat,16,8.477512
2042,me,16,7.035547
2043,were,17,9.705336
2044,beautifully,19,11.437196
2045,marked,19,7.376271
2046,in,18,3.205761
2047,currants,6,3.436248
2048,well,9,7.897656
2049,i,10,2.235208
2050,'ll,12,3.824361
2051,eat,11,6.572399
2052,it,12,2.424615
2053,said,13,4.359011
2054,alice,14,8.742876
2055,and,12,5.689559
2056,if,9,5.818700
2057,it,9,2.662369
2058,makes,14,4.410834
2059,me,12,2.410689
2060,grow,14,6.124301
2061,larger,14,9.618844
2062,i,15,1.284392
2063,can,18,2.500292
2064,reach,18,6.477049
2065,the,8,1.644044
2066,key,13,7.434467
2067,and,13,3.740034
2068,if,13,5.686252
2069,it,9,2.701201
2070,makes,16,4.318256
2071,me,16,1.973602
2072,grow,14,6.552103
2073,smaller,18,9.361994
2074,i,15,1.026801
2075,can,18,2.417346
2076,creep,18,11.146422
2077,under,12,6.362781
2078,the,9,1.214522
2079,door,14,5.311261
2080,so,14,5.591760
2081,either,13,10.730535
2082,way,14,3.263899
2083,i,14,1.108624
2084,'ll,16,2.326061
2085,get,18,2.625700
2086,into,19,3.828051
2087,the,10,0.997701
2088,garden,21,7.060159
2089,and,18,2.777802
2090,i,15,3.105831
2091,do,19,2.668772
2092,n't,20,0.113512
2093,care,20,3.856633
2094,which,21,5.668181
2095,happens,19,4.595667
2096,she,9,5.040805
2097,ate,10,8.816224
2098,a,6,1.812411
2099,little,12,4.936778
2100,bit,12,2.365953
2101,and,12,2.618278
2102,said,9,3.992396
2103,anxiously,12,12.695917
2104,to,13,4.571293
2105,herself,15,6.235265
2106,which,14,7.332193
2107,way,14,5.239621
2108,which,9,8.470255
2109,way,10,4.929822
2110,holding,9,10.454886
2111,her,11,5.394856
2112,hand,12,6.147567
2113,on,13,2.418568
2114,the,9,0.872753
2115,top,14,5.497715
2116,of,14,1.173682
2117,her,15,3.462561
2118,head,16,2.843551
2119,to,16,4.670359
2120,feel,18,7.239942
2121,which,19,10.079446
2122,way,17,4.162527
2123,it,17,2.857152
2124,was,17,1.533682
2125,growing,17,9.448460
2126,and,19,4.119272
2127,she,19,4.546703
2128,was,10,2.185350
2129,quite,12,6.839467
2130,surprised,13,4.822565
2131,to,13,1.880155
2132,find,15,3.818375
2133,that,13,3.374025
2134,she,17,2.524533
2135,remained,19,7.716269
2136,the,11,3.131048
2137,same,19,4.143654
2138,size,20,8.027962
2139,to,19,4.467706
2140,be,23,2.920877
2141,sure,24,5.922921
2142,this,25,6.330637
2145,generally,27,12.569874
2146,happens,27,5.195239
2147,when,27,4.277441
2148,one,18,5.944927
2149,eats,30,8.394873
2150,cake,30,10.258522
