AUDIOTEXT,Trigger,segment,tmin,Order,tmax,cfg.bu,islexical,wordlength,logfreq
door,1,10,14.933409,1709,15.376402,3,1,0.443,10.89
into,1,10,15.376402,1710,15.670657,1,0,0.2942,13.24
that,1,10,15.670657,1711,15.891232,1,0,0.2206,15.48
lovely,1,10,15.891232,1712,16.214497,1,1,0.3233,9.01
garden,1,10,16.214497,1713,16.765245,14,1,0.5507,9.33
First,1,10,17.782932,1714,18.166062,2,1,0.3831,13.16
however,1,10,18.166062,1715,18.513273,2,0,0.3472,12.35
she,1,10,18.513273,1716,18.728783,2,0,0.2156,13.1
waited,1,10,18.728783,1717,19.075994,1,1,0.3472,8.76
for,1,10,19.075994,1718,19.363341,1,0,0.2873,15.42
a,1,10,19.363341,1719,19.399259,1,0,0.0359,16.18
few,1,10,19.399259,1720,19.674633,1,1,0.2754,12.49
minutes,1,10,19.674633,1721,20.17749,3,1,0.5029,11.06
to,1,10,20.47681,1722,20.596538,1,0,0.1197,16.35
see,1,10,20.596538,1723,20.788103,1,1,0.1916,13.27
if,1,10,20.788103,1724,20.931776,1,0,0.1436,14.65
she,1,10,20.931776,1725,21.123341,2,0,0.1916,13.1
was,1,10,21.123341,1726,21.302932,1,0,0.1796,14.56
going,1,10,21.302932,1727,21.566334,1,0,0.2634,12.63
to,1,10,21.566334,1728,21.638171,1,0,0.0718,16.35
shrink,1,10,21.638171,1729,21.978912,1,1,0.3408,8.32
any,1,10,21.978912,1730,22.200892,1,0,0.222,13.95
further,1,10,22.200892,1731,22.727694,15,1,0.5268,11.33
she,1,10,23.18266,1732,23.370085,2,0,0.1875,13.1
felt,1,10,23.370085,1733,23.69749,1,1,0.3274,10.82
a,1,10,23.69749,1734,23.761846,1,0,0.0643,16.18
little,1,10,23.761846,1735,24.068647,2,1,0.3068,12.57
nervous,1,10,24.068647,1736,24.487694,2,1,0.4191,8.81
about,1,10,24.487694,1737,24.787014,1,0,0.2993,14.08
this,1,10,24.787014,1738,25.206062,3,0,0.419,14.99
for,1,10,25.876538,1739,26.066158,1,0,0.1896,15.42
it,1,10,26.066158,1740,26.126762,2,0,0.0606,15.37
might,1,10,26.126762,1741,26.427286,1,0,0.3006,12.53
end,1,10,26.511096,1742,26.894225,7,1,0.3831,12.33
you,1,10,26.894225,1743,27.063155,2,0,0.1689,15.43
know,1,10,27.063155,1744,27.42245,2,1,0.3593,13.59
said,1,10,27.528783,1745,27.755772,1,1,0.2269,12.77
Alice,1,10,27.755772,1746,28.127422,2,1,0.3717,8.65
to,1,10,28.127422,1747,28.24715,1,0,0.1197,16.35
herself,1,10,28.24715,1748,28.953545,4,0,0.7064,9.88
in,1,10,29.169055,1749,29.291711,1,0,0.1227,15.9
my,1,10,29.291711,1750,29.444429,2,0,0.1527,14.39
going,1,10,29.444429,1751,29.8826,1,1,0.4382,12.63
out,1,10,29.8826,1752,30.043068,1,0,0.1604,13.9
altogether,1,10,30.043068,1753,30.641708,2,1,0.5987,8.6
like,1,10,30.641708,1754,30.917082,1,0,0.2754,13.87
a,1,10,30.917082,1755,30.976946,1,0,0.0598,16.18
candle,1,10,30.976946,1756,31.671368,9,1,0.6944,7.91
I,1,10,32.341844,1757,32.473545,2,0,0.1317,15.79
wonder,1,10,32.473545,1758,32.844701,1,1,0.3712,10.86
what,1,10,32.844701,1759,33.000347,2,0,0.1556,14.1
I,1,10,33.000347,1760,33.09613,2,0,0.0958,15.79
should,1,10,33.09613,1761,33.347558,1,0,0.2514,13.3
be,1,10,33.347558,1762,33.479259,1,0,0.1317,14.95
like,1,10,33.479259,1763,33.766606,1,1,0.2874,13.87
then,1,10,33.802524,1764,34.25749,9,0,0.455,13.47
And,1,10,35.200401,1765,35.299123,1,0,0.0987,16.19
she,1,10,35.299123,1766,35.442796,2,0,0.1437,13.1
tried,1,10,35.442796,1767,35.658307,1,1,0.2155,11.69
to,1,10,35.658307,1768,35.813953,1,0,0.1556,16.35
fancy,1,10,35.813953,1769,36.292864,3,1,0.4789,8.9
what,1,10,36.292864,1770,36.484429,2,0,0.1916,14.1
the,1,10,36.484429,1771,36.568239,1,0,0.0838,16.96
flame,1,10,36.568239,1772,36.915449,2,1,0.3472,10.45
of,1,10,36.915449,1773,37.035177,1,0,0.1198,16.21
a,1,10,37.035177,1774,37.095041,1,0,0.0598,16.18
candle,1,10,37.095041,1775,37.564513,4,1,0.4695,7.91
is,1,10,37.564513,1776,37.753545,1,1,0.189,11.17
like,1,10,37.753545,1777,38.088783,2,1,0.3353,13.87
after,1,10,38.136674,1778,38.447966,1,1,0.3113,12.93
the,1,10,38.447966,1779,38.579667,1,0,0.1317,16.96
candle,1,10,38.579667,1780,39.027666,2,1,0.448,7.91
is,1,10,39.027666,1781,39.202252,1,0,0.1746,15.68
blown,1,10,39.202252,1782,39.464076,1,1,0.2618,8.66
out,1,10,39.464076,1783,39.776946,2,0,0.3129,13.9
for,1,10,40.207966,1784,40.327694,1,0,0.1198,15.42
she,1,10,40.327694,1785,40.495313,2,0,0.1676,13.1
could,1,10,40.495313,1786,40.67832,1,0,0.183,13.21
not,1,10,40.67832,1787,40.926334,1,0,0.248,14.77
remember,1,10,40.926334,1788,41.357354,1,1,0.431,11.87
having,1,10,41.357354,1789,41.728511,1,0,0.3712,12.07
ever,1,10,41.776402,1790,42.11164,2,0,0.3352,12.03
seen,1,10,42.11164,1791,42.446878,1,1,0.3353,11.99
such,1,10,42.446878,1792,42.681776,1,1,0.2348,12.82
a,1,10,42.681776,1793,42.758171,1,0,0.0764,16.18
thing,1,10,42.758171,1794,43.1413,20,1,0.3832,12.4
After,1,10,43.835722,1795,44.265333,1,1,0.4296,12.93
a,1,10,44.265333,1796,44.362524,1,0,0.0972,16.18
while,1,10,44.362524,1797,44.757626,2,0,0.3951,12.56
finding,1,10,44.841436,1798,45.236538,1,1,0.3951,10.39
that,1,10,45.236538,1799,45.404157,1,0,0.1676,15.48
nothing,1,10,45.404157,1800,45.775313,1,1,0.3712,11.99
more,1,10,45.775313,1801,45.974426,2,1,0.1991,13.89
happened,1,10,45.974426,1802,46.493681,7,1,0.5193,10.95
she,1,10,46.816946,1803,46.996538,2,0,0.1796,13.1
decided,1,10,46.996538,1804,47.534175,1,1,0.5376,10.81
on,1,10,47.534175,1805,47.738851,1,0,0.2047,15.08
going,1,10,47.738851,1806,48.055802,1,1,0.317,12.63
into,1,10,48.055802,1807,48.313545,1,0,0.2577,13.24
the,1,10,48.313545,1808,48.433273,1,0,0.1197,16.96
garden,1,10,48.433273,1809,48.799561,2,1,0.3663,9.33
at,1,10,48.799561,1810,48.948103,1,0,0.1486,14.5
once,1,10,48.948103,1811,49.45096,12,1,0.5028,12.15
but,1,10,50.145381,1812,50.268403,1,0,0.123,14.57
alas,1,10,50.268403,1813,50.755994,1,0,0.4876,8.38
for,1,10,50.755994,1814,50.839803,1,0,0.0838,15.42
poor,1,10,50.839803,1815,51.132009,1,1,0.2922,10.89
Alice,1,10,51.132009,1816,51.606062,6,1,0.474,8.65
when,1,10,51.606062,1817,51.737762,2,0,0.1317,13.76
she,1,10,51.737762,1818,51.905381,2,0,0.1677,13.1
got,1,10,51.905381,1819,52.204701,1,1,0.2993,12.61
to,1,10,52.204701,1820,52.324429,1,0,0.1197,16.35
the,1,10,52.324429,1821,52.468103,1,0,0.1437,16.96
door,1,10,52.468103,1822,52.994905,6,1,0.5268,10.89
she,1,10,53.330143,1823,53.535131,2,0,0.205,13.1
found,1,10,53.535131,1824,53.868919,1,1,0.3338,12.21
she,1,10,53.868919,1825,54.037468,2,0,0.1685,13.1
d,1,10,54.037468,1826,54.104375,1,0,0.0669,13.53
forgotten,1,10,54.104375,1827,54.599259,1,1,0.4949,9.31
the,1,10,54.599259,1828,54.697428,1,0,0.0982,16.96
little,1,10,54.697428,1829,55.030279,1,1,0.3329,12.57
golden,1,10,55.030279,1830,55.413409,1,1,0.3831,9.77
key,1,10,55.413409,1831,55.916266,9,1,0.5028,11.47
and,1,10,56.347286,1832,56.497428,1,0,0.1501,16.19
when,1,10,56.497428,1833,56.646606,2,0,0.1492,13.76
she,1,10,56.646606,1834,56.802252,2,0,0.1556,13.1
went,1,10,56.802252,1835,56.993817,1,1,0.1916,11.66
back,1,10,56.993817,1836,57.245245,2,1,0.2514,12.88
to,1,10,57.245245,1837,57.353,1,0,0.1078,16.35
the,1,10,57.353,1838,57.460756,1,0,0.1077,16.96
table,1,10,57.460756,1839,57.843885,2,1,0.3832,10.93
for,1,10,57.843885,1840,58.204357,1,0,0.3604,15.42
it,1,10,58.204357,1841,58.384005,8,0,0.1797,15.37
she,1,10,58.670007,1842,58.874526,2,0,0.2045,13.1
found,1,10,58.874526,1843,59.124973,1,1,0.2504,12.21
she,1,10,59.124973,1844,59.244701,2,0,0.1198,13.1
could,1,10,59.244701,1845,59.448239,1,0,0.2035,13.21
not,1,10,59.448239,1846,59.71164,1,0,0.2634,14.77
possibly,1,10,59.855313,1847,60.430007,2,1,0.5747,10.6
reach,1,10,60.430007,1848,60.784961,1,1,0.3549,10.44
it,1,10,60.784961,1849,60.992728,9,0,0.2078,15.37
she,1,11,0.27448538,1850,0.518429,2,0,0.2515,13.1
could,1,11,0.489783265,1851,0.730509,1,0,0.212,13.21
see,1,11,0.701863265,1852,1.093123,1,1,0.3627,13.27
it,1,11,1.064477265,1853,1.308633,2,0,0.2155,15.37
quite,1,11,1.279987265,1854,1.643871,1,1,0.3352,11.95
plainly,1,11,1.615225265,1855,2.158701,2,1,0.5148,7.48
through,1,11,2.130055265,1856,2.398157,1,0,0.2395,12.63
the,1,11,2.369511265,1857,2.481966,1,0,0.0838,16.96
glass,1,11,2.453320265,1858,3.176388,8,1,0.6944,9.94
and,1,11,3.578762265,1859,3.724469,1,0,0.1171,16.19
she,1,11,3.695823265,1860,3.894755,2,0,0.1703,13.1
tried,1,11,3.866109265,1861,4.229993,1,1,0.3352,11.69
her,1,11,4.201347265,1862,4.361694,1,0,0.1317,13.3
best,1,11,4.333048265,1863,4.924415,2,1,0.5627,12.51
to,1,11,4.895769265,1864,5.008225,1,0,0.0839,16.35
climb,1,11,4.979579265,1865,5.331835,1,1,0.3236,8.72
up,1,11,5.303189265,1866,5.523055,2,0,0.1912,13.74
one,1,11,5.494409265,1867,5.678701,2,1,0.1556,14.17
of,1,11,5.650055265,1868,5.76251,1,0,0.0838,16.21
the,1,11,5.733864265,1869,5.894211,1,0,0.1317,16.96
legs,1,11,5.865565265,1870,6.217476,2,1,0.3233,10.18
of,1,11,6.188830265,1871,6.301286,1,0,0.0838,16.21
the,1,11,6.272640265,1872,6.385096,1,0,0.0838,16.96
table,1,11,6.356450265,1873,6.947817,12,1,0.5627,10.93
but,1,11,7.278354265,1874,7.421868,1,0,0.1149,14.57
it,1,11,7.393222265,1875,7.534483,2,0,0.1126,15.37
was,1,11,7.505837265,1876,7.714075,1,0,0.1796,14.56
too,1,11,7.685429265,1877,7.904535,1,1,0.1905,12.87
slippery,1,11,7.875889265,1878,8.647953,6,1,0.7434,7.8
and,1,11,9.194001265,1879,9.353898,1,0,0.1312,16.19
when,1,11,9.325252265,1880,9.498021,2,0,0.1442,13.76
she,1,11,9.469375265,1881,9.689585,2,0,0.1915,13.1
had,1,11,9.660939265,1882,9.857204,1,0,0.1676,13.53
tired,1,11,9.828558265,1883,10.324143,1,1,0.467,9.86
herself,1,11,10.29549727,1884,10.777287,2,0,0.4531,9.88
out,1,11,10.74864127,1885,10.970674,1,0,0.1934,13.9
with,1,11,10.94202827,1886,11.150266,1,0,0.1796,14.97
trying,1,11,11.12162027,1887,11.712987,8,1,0.5627,11.98
the,1,11,12.16325227,1888,12.287681,1,0,0.0958,16.96
poor,1,11,12.25903527,1889,12.592438,1,1,0.3048,10.89
little,1,11,12.56379227,1890,12.875978,1,1,0.2835,12.57
thing,1,11,12.84733227,1891,13.173667,2,1,0.2977,12.4
sat,1,11,13.14502127,1892,13.496932,1,1,0.3233,10.41
down,1,11,13.46828627,1893,13.7563,3,0,0.2593,12.59
and,1,11,13.72765427,1894,13.903481,1,0,0.1472,16.19
cried,1,11,13.87483527,1895,14.420779,5,1,0.5173,8.29
Come,1,11,16.28696427,1896,16.573939,3,1,0.2584,12.35
there,1,11,16.54529327,1897,16.680527,2,0,0.1066,14.09
s,1,11,16.65188127,1898,16.777476,1,0,0.0969,15.68
no,1,11,17.00025927,1899,17.363193,1,0,0.3343,13.96
use,1,11,17.33454727,1900,17.723327,2,1,0.3602,13.43
,99,,,1901,,,0,0,15.9
crying,1,11,17.69468127,1902,18.236818,1,1,0.5134,8.84
like,1,11,18.20817227,1903,18.455425,1,1,0.2187,13.87
that,1,11,18.42677927,1904,18.849351,8,0,0.3939,15.48
said,1,11,19.08352427,1905,19.335593,1,1,0.2234,12.77
Alice,1,11,19.30694727,1906,19.794619,2,1,0.4591,8.65
to,1,11,19.76597327,1907,19.928646,1,0,0.134,16.35
herself,1,11,19.90000027,1908,20.417204,3,0,0.4885,9.88
rather,1,11,20.38855827,1909,20.692689,1,1,0.2755,11.89
sharply,1,11,20.66404327,1910,21.375028,6,1,0.6824,7.62
I,1,11,21.80822127,1911,21.984048,2,0,0.1472,15.79
advise,1,11,21.95540227,1912,22.585759,1,1,0.6017,9.11
you,1,11,22.55711327,1913,22.709132,2,0,0.1234,15.43
to,1,11,22.68048627,1914,22.832504,1,0,0.1233,16.35
leave,1,11,22.80385827,1915,23.079249,1,1,0.2468,11.25
off,1,11,23.05060327,1916,23.326592,2,0,0.2473,12.65
this,1,11,23.38175627,1917,23.799199,1,0,0.3888,14.99
minute,1,11,23.77055327,1918,24.332306,8,1,0.5331,10.3
She,1,11,25.46502127,1919,25.70742,2,0,0.2138,13.1
generally,1,11,25.67877427,1920,26.15217,2,1,0.4447,10.82
gave,1,11,26.12352427,1921,26.415572,1,1,0.2634,10.86
herself,1,11,26.38692627,1922,26.822647,2,0,0.4071,9.88
very,1,11,26.79400127,1923,27.18183,1,1,0.3592,13.28
good,1,11,27.15318427,1924,27.377554,2,1,0.1957,13.35
advice,1,11,27.34890827,1925,28.072335,2,1,0.6948,10.7
though,1,11,28.04368927,1926,28.163241,1,0,0.0909,12.2
she,1,11,28.13459527,1927,28.379109,2,0,0.2158,13.1
very,1,11,28.35046327,1928,28.702374,1,1,0.3233,13.28
seldom,1,11,28.67372827,1929,29.169313,2,1,0.4669,8.4
followed,1,11,29.14066727,1930,29.608275,1,1,0.439,10.34
it,1,11,29.57962927,1931,29.79658,9,0,0.1883,15.37
and,1,11,30.36189227,1932,30.538175,1,0,0.1476,16.19
sometimes,1,11,30.50952927,1933,31.120878,2,1,0.5827,11.32
she,1,11,31.09223227,1934,31.237285,2,0,0.1164,13.1
scolded,1,11,31.20863927,1935,31.707545,1,1,0.4703,5.37
herself,1,11,31.67889927,1936,32.150538,2,0,0.443,9.88
so,1,11,32.12189227,1937,32.472469,1,0,0.3219,14.05
severely,1,11,32.44382327,1938,33.168225,2,1,0.6958,8.65
as,1,11,33.13957927,1939,33.335844,1,0,0.1676,14.79
to,1,11,33.30719827,1940,33.443599,1,0,0.1077,16.35
bring,1,11,33.41495327,1941,33.707,1,1,0.2634,10.94
tears,1,11,33.67835427,1942,34.127452,2,1,0.4205,9.14
into,1,11,34.09880627,1943,34.341558,1,0,0.2141,13.24
her,1,11,34.31291227,1944,34.57116,1,0,0.2296,13.3
eyes,1,11,34.54251427,1945,34.95217,11,1,0.381,10.97
she,1,11,35.46230027,1946,35.658565,2,0,0.1676,16.19
once,1,11,35.62991927,1947,36.017749,2,1,0.3592,12.15
,99,,,1948,,,0,0,13.1
remembered,1,11,35.98910327,1949,36.460742,1,1,0.443,8.81
trying,1,11,36.43209627,1950,36.772034,1,1,0.3113,11.98
to,1,11,36.74338827,1951,36.855844,1,0,0.0838,16.35
box,1,11,36.82719827,1952,37.322783,3,1,0.4669,12.05
her,1,11,37.29413727,1953,37.430925,1,0,0.1082,13.3
own,1,11,37.40227927,1954,37.669993,1,1,0.239,12.56
ears,1,11,37.64134727,1955,38.065096,2,1,0.3951,9.41
for,1,11,38.03645027,1956,38.172851,1,0,0.1078,15.42
having,1,11,38.14420527,1957,38.47217,1,0,0.2993,12.03
cheated,1,11,38.44352427,1958,38.888945,1,1,0.4168,7.34
herself,1,11,38.86029927,1959,39.388927,2,0,0.5,9.88
in,1,11,39.36028127,1960,39.505807,1,0,0.1168,15.9
a,1,11,39.47716127,1961,39.561694,1,0,0.0559,16.18
game,1,11,39.53304827,1962,39.845622,2,1,0.284,12.19
of,1,11,39.81697627,1963,39.932851,1,0,0.0872,16.21
croquet,1,11,39.95209627,1964,40.447681,14,1,0.4669,4.53
she,1,11,40.41903527,1965,40.651218,2,0,0.2035,13.1
was,1,11,40.62257227,1966,40.842783,1,0,0.1916,14.56
playing,1,11,40.81413727,1967,41.184698,1,1,0.3419,11.2
against,1,11,41.15605227,1968,41.656932,1,1,0.4723,12.06
herself,1,11,41.62828627,1969,42.195708,7,0,0.5387,9.88
for,1,11,42.80162027,1970,42.961966,1,0,0.1317,15.42
this,1,11,42.93332027,1971,43.225368,1,0,0.2634,14.99
curious,1,11,43.19672227,1972,43.764143,1,1,0.5388,9.92
child,1,11,43.73549727,1973,44.183191,2,1,0.419,11.08
was,1,11,44.15454527,1974,44.458565,1,0,0.2754,14.56
,99,,,1975,,,1,0,13.28
fond,1,11,44.42991927,1976,44.812835,1,1,0.3543,8.32
of,1,11,44.78418927,1977,44.949449,1,0,0.1366,16.21
pretending,1,11,44.92080327,1978,45.476252,1,1,0.5268,8
to,1,11,45.44760627,1979,45.560062,1,0,0.0838,16.35
be,1,11,45.53141627,1980,45.763599,1,0,0.2035,14.95
two,1,11,45.73495327,1981,45.991082,1,1,0.2275,13.03
people,1,11,45.96243627,1982,46.517885,12,1,0.5268,13.55
But,1,11,47.53087127,1983,47.643102,1,0,0.0836,14.57
it,1,11,47.61445627,1984,47.766501,2,0,0.2637,15.37
s,1,11,47.73785527,1985,47.906728,1,0,0,15.68
no,1,11,47.87808227,1986,48.248338,1,0,0.3416,13.96
use,1,11,48.21969227,1987,48.594646,2,1,0.3463,13.43
now,1,11,48.56600027,1988,49.246139,2,1,0.6515,13.3
thought,1,11,49.42094927,1989,49.618837,1,1,0.1693,12.07
poor,1,11,49.59019127,1990,49.954075,1,1,0.3352,10.89
Alice,1,11,49.92542927,1991,50.344864,2,1,0.3908,8.65
to,1,11,50.31621827,1992,50.468905,1,0,0.124,16.35
pretend,1,11,50.44025927,1993,50.899925,1,1,0.4311,8.89
to,1,11,50.87127927,1994,50.971762,1,0,0.0718,16.35
be,1,11,50.94311627,1995,51.187272,1,0,0.2155,14.95
two,1,11,51.15862627,1996,51.450674,1,1,0.2634,13.03
people,1,11,51.42202827,1997,51.869721,13,1,0.4191,13.55
Why,1,11,51.84107527,1998,52.12115,3,0,0.2514,12.8
there,1,11,52.37985127,1999,52.542929,2,0,0.1345,14.09
s,1,11,52.51428327,2000,52.63598,1,0,0.093,15.68
hardly,1,11,52.65522527,2001,53.084226,1,1,0.4004,9.98
enough,1,11,53.05558027,2002,53.45013,1,1,0.3659,12.16
of,1,11,53.42148427,2003,53.677613,1,0,0.2274,16.21
me,1,11,53.64896727,2004,53.82582,4,0,0.1483,14.08
,99,,,2005,,,1,0,11.79
to,1,11,53.79717427,2006,53.918891,1,0,0.093,16.35
make,1,11,53.89024527,2007,54.204415,1,1,0.2855,13.16
one,1,11,54.21168827,2008,54.545971,1,1,0.3056,14.17
respectable,1,11,54.51732527,2009,55.359795,1,1,0.8138,7.59
person,1,11,55.33114927,2010,55.964415,8,1,0.6046,12.03
Soon,1,12,0.229476225,2011,0.498882,2,1,0.2749,11.41
her,1,12,0.504358225,2012,0.652556,1,0,0.1537,13.3
eye,1,12,0.658032225,2013,0.969448,2,1,0.3169,10.62
fell,1,12,0.974924225,2014,1.26076,1,1,0.2913,9.73
on,1,12,1.266236225,2015,1.436387,1,0,0.1756,15.08
a,1,12,1.441863225,2016,1.50967,1,0,0.0733,16.18
little,1,12,1.515146225,2017,1.79557,1,1,0.2859,12.57
glass,1,12,1.801046225,2018,2.214618,1,1,0.4191,9.94
box,1,12,2.220094225,2019,2.681557,2,1,0.4669,12.05
that,1,12,2.687033225,2020,2.789312,2,0,0.1078,15.48
was,1,12,2.794788225,2021,2.921013,1,0,0.1317,14.56
lying,1,12,2.926489225,2022,3.288025,1,1,0.367,9.61
under,1,12,3.293501225,2023,3.55557,1,0,0.2675,12.43
the,1,12,3.561046225,2024,3.63938,1,0,0.0838,16.96
table,1,12,3.644856225,2025,4.190128,12,1,0.5508,10.93
she,1,12,4.698461225,2026,4.920468,2,0,0.2275,13.1
opened,1,12,4.925944225,2027,5.303598,1,1,0.3831,10.09
it,1,12,5.309074225,2028,5.507135,4,0,0.2036,15.37
and,1,12,5.883767225,2029,6.12972,1,0,0.2515,16.19
found,1,12,6.135196225,2030,6.455139,1,1,0.3254,12.21
in,1,12,6.460615225,2031,6.600156,1,0,0.145,15.9
it,1,12,6.605632225,2032,6.75383,3,0,0.1537,15.37
a,1,12,6.759306225,2033,6.836115,1,0,0.0823,16.18
very,1,12,6.841591225,2034,7.20972,1,1,0.3736,13.28
small,1,12,7.215196225,2035,7.638291,2,1,0.4285,11.98
cake,1,12,7.643767225,2036,8.129176,2,1,0.4909,8.74
on,1,12,8.613563225,2037,8.727815,1,0,0.1198,15.08
which,1,12,8.733291225,2038,9.003189,3,0,0.2753,13.8
the,1,12,9.008665225,2039,9.110945,1,0,0.1078,16.96
words,1,12,9.116421225,2040,9.680693,2,1,0.5697,11.51
eat,1,12,9.686169225,2041,9.99237,1,1,0.3117,10.48
me,1,12,9.997846225,2042,10.236387,8,0,0.244,14.08
were,1,12,10.76866522,2043,10.930809,1,0,0.1677,13.41
beautifully,1,12,11.02009422,2044,11.577339,2,1,0.5627,7.79
marked,1,12,11.58281522,2045,11.926564,1,1,0.3492,9.64
in,1,12,11.93204022,2046,12.060759,1,0,0.1342,15.9
currants,1,12,12.06623522,2047,12.766362,8,1,0.7056,4.93
Well,1,12,14.03723722,2048,14.559414,2,0,0.5277,13.22
I,1,12,14.85138722,2049,14.97355,2,0,0.1276,15.79
ll,1,12,14.97902622,2050,15.121285,1,0,0.1477,14.35
eat,1,12,15.12676122,2051,15.358088,1,1,0.2368,8.15
it,1,12,15.36356422,2052,15.483625,2,0,0.1256,15.37
said,1,12,15.84512822,2053,16.091081,1,1,0.2514,12.77
Alice,1,12,16.09655722,2054,16.510924,5,1,0.4199,8.65
and,1,12,16.51640022,2055,16.623474,1,0,0.1125,16.19
if,1,12,16.62895022,2056,16.790135,1,0,0.1667,14.65
it,1,12,16.79561122,2057,16.917203,2,0,0.1271,15.37
makes,1,12,16.92267922,2058,17.180604,1,1,0.2634,11.81
me,1,12,17.18608022,2059,17.348223,2,0,0.1676,14.08
grow,1,12,17.35369922,2060,17.579347,1,1,0.2311,10.12
larger,1,12,17.58482322,2061,18.054618,2,1,0.4753,10.44
I,1,12,18.06009422,2062,18.174346,2,0,0.1197,15.79
can,1,12,18.17982222,2063,18.356377,1,0,0.182,14.3
reach,1,12,18.36185322,2064,18.653257,1,1,0.2969,10.44
the,1,12,18.65873322,2065,18.761013,1,0,0.1078,16.96
key,1,12,18.76648922,2066,19.26387,6,1,0.5028,11.47
and,1,12,19.66444822,2067,19.792753,1,0,0.1338,16.19
if,1,12,19.79822922,2068,19.922373,1,0,0.1296,14.65
it,1,12,19.92784922,2069,20.054074,2,0,0.1317,15.37
makes,1,12,20.05955022,2070,20.305502,1,1,0.2515,11.81
me,1,12,20.31097822,2071,20.449176,2,0,0.1436,14.08
grow,1,12,20.45465222,2072,20.629732,1,1,0.1806,10.12
smaller,1,12,20.63520822,2073,21.251353,1,1,0.6216,10.24
I,1,12,21.61601222,2074,21.75421,2,0,0.1437,15.79
can,1,12,21.75968622,2075,21.957747,1,0,0.2035,14.3
creep,1,12,21.96322322,2076,22.26904,1,1,0.3113,7.49
under,1,12,22.27451622,2077,22.496523,1,0,0.2275,12.43
the,1,12,22.50199922,2078,22.604278,1,0,0.1077,16.96
door,1,12,22.60975422,2079,23.011353,23,,0.4071,10.89
so,1,12,23.48376722,2080,23.693802,1,0,0.2156,14.05
either,1,12,23.69927822,2081,24.005094,1,0,0.3112,12.17
way,1,12,24.01057022,2082,24.232577,1,1,0.2275,13.1
I,1,12,24.23805322,2083,24.285718,2,0,0.0532,15.79
ll,1,12,24.29119422,2084,24.352305,1,0,0.0666,14.35
get,1,12,24.35778122,2085,24.517651,1,1,0.1653,13.79
into,1,12,24.52312722,2086,24.771353,1,0,0.2537,13.24
the,1,12,24.77682922,2087,24.867135,1,0,0.0958,16.96
garden,1,12,24.87261122,2088,25.453802,6,1,0.5867,9.33
and,1,12,25.60295122,2089,25.72973,1,0,0.1323,16.19
I,1,12,25.73520622,2090,25.88124,2,0,0.1515,15.79
do,1,12,25.88671622,2091,26.000345,1,0,0.1592,14.12
nt,99,12,26.00582122,2092,26.040468,1,0,0,14.77
care,1,12,26.04594422,2093,26.267951,1,1,0.2275,11.56
which,1,12,26.27342722,2094,26.523271,2,0,0.2553,13.8
happens,1,12,26.52874722,2095,27.172599,9,1,0.6493,10.77
She,1,12,28.09329122,2096,28.363189,2,0,0.2753,13.1
ate,1,12,28.36866522,2097,28.614618,1,0,0.2515,8.86
a,1,12,28.62009422,2098,28.727565,1,0,0.1129,16.18
little,1,12,28.73304122,2099,29.22523,1,1,0.4977,12.57
bit,1,12,29.23070622,2100,29.536523,3,1,0.3113,11.98
and,1,12,30.29628522,2101,30.378927,1,0,0.0881,16.19
said,1,12,30.38440322,2102,30.591041,1,1,0.2121,12.77
anxiously,1,12,30.59651722,2103,31.20074,2,1,0.6097,6.62
to,1,12,31.20621622,2104,31.352115,1,0,0.1514,16.35
herself,1,12,31.35759122,2105,31.966999,2,0,0.6148,9.88
Which,1,12,32.59506022,2106,32.875873,1,0,0.2863,13.8
way,1,12,32.88134922,2107,33.225855,2,1,0.35,13.1
Which,1,12,33.90446822,2108,34.194915,1,0,0.296,13.8
way,1,12,34.20039122,2109,34.673253,3,1,0.4783,13.1
holding,1,12,35.41247022,2110,35.705685,1,1,0.2987,10.1
her,1,12,35.71116122,2111,35.810264,1,0,0.1046,13.3
hand,1,12,35.81574022,2112,36.157246,2,1,0.347,11.73
on,1,12,36.16272222,2113,36.277203,1,0,0.12,15.08
the,1,12,36.28267922,2114,36.34904,1,0,0.0718,16.96
top,1,12,36.35451622,2115,36.636387,2,1,0.2873,11.67
of,1,12,36.64186322,2116,36.708223,1,0,0.0719,16.21
her,1,12,36.71369922,2117,36.851897,1,0,0.1436,13.3
head,1,12,36.85737322,2118,37.139244,1,1,0.2874,11.6
to,1,12,37.14472022,2119,37.282917,1,0,0.1437,16.35
feel,1,12,37.28839322,2120,37.618155,1,1,0.3352,12
which,1,12,37.62363122,2121,37.838306,1,0,0.2202,13.8
way,1,12,37.84378222,2122,38.037203,2,1,0.1989,13.1
it,1,12,38.04267922,2123,38.192849,2,0,0.1556,15.37
was,1,12,38.19832522,2124,38.360468,1,0,0.1676,14.56
growing,1,12,38.36594422,2125,38.935162,21,1,0.5747,10.39
and,1,12,39.52730522,2126,39.614651,1,0,0.0928,16.19
she,1,12,39.62012722,2127,39.78523,2,0,0.1706,13.1
was,1,12,39.79070622,2128,39.964822,1,0,0.1796,14.56
quite,1,12,39.97029822,2129,40.216362,1,1,0.2515,11.95
surprised,1,12,40.22183822,2130,40.958564,1,1,0.7422,10.02
to,1,12,40.96404022,2131,41.0304,1,0,0.0719,16.35
find,1,12,41.03587622,2132,41.336986,1,1,0.3065,12.84
that,1,12,41.34246222,2133,41.449448,1,0,0.1125,15.48
