Word,Trigger,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
and,1,1,31.021497,31.223122,98,16.19,13.74,9.07,0.00049451,0.201625,41,4,0,3.416470169,3.586288427,8.646739583
picking,1,1,31.177122,31.558381,99,9.07,16.19,16.96,0.0034241,0.381259,42,4,1,3.00144176,5.318147421,3.406074896
the,1,1,31.512381,31.632956,100,16.96,9.07,5.7,5.80E-05,0.120575,43,4,0,4.467827191,3.227607696,4.455572794
daisies,1,1,31.586956,32.300694,101,5.7,16.96,13.76,0.013625,0.713738,44,4,1,3.384214247,3.9117038,5.412210033
when,1,1,32.833264,33.081638,102,13.76,5.7,9.96,0.00074419,0.248374,1,5,0,7.001229214,6.544628324,4.739400177
suddenly,1,1,33.035638,33.809266,103,9.96,13.76,16.18,0.0009193,0.773628,2,5,1,3.866524987,3.245331924,2.959804186
a,1,1,34.074558,34.236765,104,16.18,9.96,11.92,0.0038981,0.162207,3,5,0,2.117347139,4.568716545,3.424117353
White,1,1,34.190765,34.611443,105,11.92,16.18,8.66,0.0026644,0.420678,4,5,1,2.782802419,2.349301898,4.229336596
Rabbit,1,1,34.565443,35.018517,106,8.66,11.92,14.97,0.017017,0.453074,5,5,1,1.836019692,2.644749224,3.9762915
with,1,1,34.972517,35.186136,107,14.97,8.66,9.48,8.38E-05,0.213619,6,5,0,3.776234981,4.28646099,2.092482014
pink,1,1,35.140136,35.557293,108,9.48,14.97,10.97,0.01633,0.417157,7,5,1,4.384214261,4.839912944,4.347872109
eyes,1,1,35.511293,35.991261,109,10.97,9.48,10.34,3.86E-07,0.479968,8,5,1,1.957499281,3.064292605,4.784666314
ran,1,1,35.945261,36.203823,110,10.34,10.97,11.35,0.00010213,0.258562,9,5,1,2.989369873,3.411266342,1.663686785
close,1,1,36.157823,36.610898,111,11.35,10.34,14.4,0.00072237,0.453075,10,5,1,4.985250711,5.915149381,3.825185837
by,1,1,36.564898,36.814436,112,14.4,11.35,0,0.00011419,0.249538,11,5,0,1.693322949,1.622396762,2.20919004
her,1,1,36.768436,37.137701,113,0,14.4,14.09,0.014636,0.369265,1,6,NaN,2.421403217,2.224637356,2.073007506
There,1,1,38.468572,38.678328,114,14.09,0,14.56,4.34E-07,0.209756,2,6,0,5.762548666,7.546625668,4.195579027
was,1,1,38.632328,38.84981,115,14.56,14.09,11.99,2.50E-07,0.217482,3,6,0,0.908334731,2.0377514,1.357460372
nothing,1,1,38.80381,39.220966,116,11.99,14.56,14.05,2.86E-07,0.417156,4,6,1,2.748676251,6.07558471,5.016871601
so,1,1,39.174966,39.514477,117,14.05,11.99,13.28,5.09E-07,0.339511,5,6,0,2.586406708,3.759912074,3.026537365
very,1,1,39.468477,40.09498,118,13.28,14.05,8.36,6.68E-07,0.626503,6,6,1,4.756336646,3.65098971,5.685543756
remarkable,1,1,40.04898,40.819225,119,8.36,13.28,14.5,0.017236,0.770245,7,6,1,5.803175847,3.80598236,4.472070026
in,1,1,40.773225,40.980966,120,14.5,8.36,15.48,0.017309,0.207741,8,6,0,6.301896912,3.499711903,2.57468002
that,1,1,40.934966,41.352123,121,15.48,14.5,10.91,0.0099405,0.417157,9,6,0,2.050686008,1.673096065,4.836630344
nor,1,1,41.820953,42.088964,122,10.91,15.48,12.85,0.00037428,0.268011,10,6,0,7.130717971,7.074213448,8.686560512
did,1,1,42.042964,42.250082,123,12.85,10.91,8.65,8.25E-07,0.207118,11,6,0,4.059163597,3.071185852,1.490110757
Alice,1,1,42.204082,42.657157,124,8.65,12.85,13.39,0.00012926,0.453075,12,6,1,7.053084512,4.156208807,3.758672606
think,1,1,42.611157,42.848721,125,13.39,8.65,15.37,0.0085044,0.237564,13,6,1,8.451483363,6.927149693,1.988551832
it,1,1,42.802721,42.946757,126,15.37,13.39,14.05,0.00051335,0.144036,14,6,0,2.133621265,3.096919267,2.021176532
so,1,1,42.900757,43.179433,127,14.05,15.37,13.28,0.0038045,0.278676,15,6,0,3.388034464,3.688865964,2.972324951
very,1,1,43.133433,43.519198,128,13.28,14.05,13.09,0.015229,0.385765,16,6,1,3.084858696,3.903636015,5.697355713
much,1,1,43.473198,43.830524,129,13.09,13.28,13.9,0.0077607,0.357326,17,6,1,4.943959145,4.416631423,3.29393808
out,1,1,43.784524,44.000431,130,13.9,13.09,16.21,0.013603,0.215907,18,6,0,2.615553305,3.214540311,3.163647995
of,1,1,43.954431,44.105864,131,16.21,13.9,16.96,0.00065942,0.151433,19,6,0,5.826462563,5.467453624,2.52179124
the,1,1,44.059864,44.201647,132,16.96,16.21,13.1,0.018301,0.141783,20,6,0,1.28155003,1.417496638,4.935626915
way,1,1,44.155647,44.512939,133,13.1,16.96,16.35,0.0081513,0.357292,21,6,1,0.824339779,0.843843089,4.276261694
to,1,1,44.466939,44.678655,134,16.35,13.1,11.41,0.0016697,0.211716,22,6,0,5.33318946,5.549176906,3.083298
hear,1,1,44.632655,44.848177,135,11.41,16.35,16.96,0.0097849,0.215522,23,6,1,0.66195729,0.809292836,2.394488148
the,1,1,44.802177,44.955932,136,16.96,11.41,8.66,0.0069482,0.153755,24,6,0,2.592977481,2.578886276,4.536654779
Rabbit,1,1,44.909932,45.304174,137,8.66,16.96,12.79,0.0084911,0.394242,25,6,1,4.344849413,2.750996486,4.040952436
say,1,1,45.258174,45.542599,138,12.79,8.66,16.35,0.0082525,0.284425,26,6,1,7.53689012,7.621711412,2.296681981
to,1,1,45.496599,45.735575,139,16.35,12.79,11.24,0.0053049,0.238976,27,6,0,5.146629978,4.841787908,4.131801851
itself,1,1,45.689575,46.296885,140,11.24,16.35,11.64,0.0010399,0.60731,28,6,0,3.171368348,3.121321673,2.030221233
Oh,1,1,46.805793,46.981658,141,11.64,11.24,10.29,2.28E-06,0.175865,29,6,0,7.566986788,8.866031261,6.97047923
dear,1,1,46.935658,47.362463,142,10.29,11.64,11.64,0.017203,0.426805,30,6,1,1.059176842,7.752421448,1.599687072
Oh,1,1,47.651701,47.817429,143,11.64,10.29,10.29,0.016817,0.165728,31,6,0,4.669435007,7.290447074,3.846226029
dear,1,1,47.771429,48.152667,144,10.29,11.64,15.79,0.018238,0.381238,32,6,1,3.860678393,5.480383864,3.547640904
I,1,1,48.307503,48.418361,145,15.79,10.29,11,0.023727,0.110858,33,6,0,2.088240405,1.780255217,0.720338115
shall,1,1,48.372361,48.619606,146,11,15.79,14.95,0.0013869,0.247245,34,6,0,2.392818026,2.767143001,3.988892743
be,1,1,48.573606,48.764395,147,14.95,11,12.87,0.012924,0.190789,35,6,0,0.778503815,0.715589962,4.316376117
late,1,1,48.718395,49.158381,149,10.92,12.87,13.76,0.0027085,0.439986,36,6,1,4.393748195,4.913621006,5.285719974
when,1,1,50.06082,50.226945,150,13.76,10.92,13.1,0.00065468,0.166125,37,6,0,4.647078431,5.915991484,3.727772242
she,1,1,50.180945,50.407373,151,13.1,13.76,12.07,0.012053,0.226428,38,6,0,1.500249166,1.863894522,1.598795071
thought,1,1,50.361373,50.648707,152,12.07,13.1,15.37,0.021723,0.287334,39,6,1,1.138946301,1.26391943,1.311499525
it,1,1,50.602707,50.770997,153,15.37,12.07,13.02,0.016463,0.16829,40,6,0,3.521044465,4.006159241,1.621284955
over,1,1,50.724997,51.097973,154,13.02,15.37,8.92,0.018549,0.372976,41,6,0,4.197854095,6.38399439,5.740430808
afterwards,1,1,51.051973,51.768449,155,8.92,13.02,15.37,0.0021969,0.716476,42,6,1,3.749626337,2.863356684,2.907084712
it,1,1,51.722449,51.864232,156,15.37,8.92,9.388,0.019087,0.141783,43,6,0,4.643690065,3.864535316,3.011331301
occurred,1,1,51.818232,52.259334,157,9.388,15.37,16.35,0.016224,0.441102,44,6,1,1.450426889,2.111245297,1.445652086
to,1,1,52.213334,52.379062,158,16.35,9.388,13.3,9.50E-05,0.165728,45,6,0,3.634986599,3.687732796,4.228391327
her,1,1,52.333062,52.599259,159,13.3,16.35,15.48,1.11E-06,0.266197,46,6,0,2.296063548,3.446700214,2.374825677
that,1,1,52.553259,52.774164,160,15.48,13.3,13.1,6.82E-07,0.220905,1,7,0,1.985675875,3.858682106,2.205711346
she,1,1,52.92836,53.196214,161,13.1,15.48,9.63,0.018372,0.267854,2,7,0,2.013829215,1.82346352,2.449195771
ought,1,1,53.150214,53.432667,162,9.63,13.1,16.35,0.0097558,0.282453,3,7,0,3.150307324,2.934900788,4.331659069
to,1,1,53.386667,53.603126,163,16.35,9.63,14.92,0.015999,0.216459,4,7,0,5.389927992,6.003803568,4.13781673
have,1,1,53.557126,53.839742,164,14.92,16.35,9.12,0.0018126,0.282616,5,7,0,0.001443418,0.221759239,2.133932167
wondered,1,1,53.793742,54.17498,165,9.12,14.92,14.5,4.69E-07,0.381238,6,7,1,6.197854124,7.016225073,2.684966537
at,1,1,54.12898,54.414436,166,14.5,9.12,14.99,0.007633,0.285456,7,7,0,5.644155149,3.119816467,4.56310103
this,1,1,54.368436,54.737701,167,14.99,14.5,14.57,0.01382,0.369265,8,7,0,1.255200496,1.108060883,4.355428124
but,1,1,54.691701,54.869402,168,14.57,14.99,14.5,0.012424,0.177701,1,8,0,7.130717971,7.011122664,8.307449215
at,1,1,54.823402,55.096885,169,14.5,14.57,16.96,0.0065832,0.273483,2,8,0,2.643683392,4.226983758,3.6043152
the,1,1,55.050885,55.192667,170,16.96,14.5,13.58,0.0057508,0.141782,3,8,0,1.470929829,1.605346567,4.776644608
time,1,1,55.146667,55.672219,171,13.58,16.96,15.37,2.26E-06,0.525552,4,8,1,0.824339779,0.797479041,4.174588911
it,1,1,55.626219,55.780441,172,15.37,13.58,14.35,0.0078443,0.154222,5,8,0,3.719363572,4.091801093,1.689075061
all,1,1,55.734441,55.931951,173,14.35,15.37,10.54,0.0030614,0.19751,6,8,0,6.615586582,6.587326763,3.967820875
seemed,1,1,55.885951,56.241464,174,10.54,14.35,11.95,0.00021283,0.355513,7,8,1,1.908334745,3.565787126,1.879508987
quite,1,1,56.195464,56.485728,175,11.95,10.54,10.72,8.35E-05,0.290264,8,8,1,2.701883572,3.137494175,4.32520483
natural,1,1,56.439728,57.103561,176,10.72,11.95,14.57,0.00048272,0.663833,9,8,1,2.404132513,3.259244477,4.891817505
but,1,2,0.479839572,0.577701,177,14.57,10.72,13.76,4.16E-09,0.097861428,10,8,0,3.085978186,4.102264039,8.786774526
when,1,2,0.592424402,0.796083,178,13.76,14.57,16.96,4.28E-09,0.203658598,11,8,0,6.103112735,6.245371189,4.633546512
the,1,2,0.810806402,0.898229,179,16.96,13.76,8.66,3.61E-09,0.087422598,12,8,0,5.644155149,2.800317681,3.27518685
Rabbit,1,2,0.912952402,1.401087,180,8.66,16.96,12.19,4.08E-09,0.488134598,13,8,1,1.664408887,2.650659273,4.356890918
actually,1,2,1.415810402,1.903944,181,12.19,8.66,11.38,3.85E-09,0.488133598,14,8,1,4.042454299,4.13406282,3.225326247
took,1,2,1.918667402,2.2751,182,11.38,12.19,16.18,4.27E-09,0.356432598,15,8,1,1.924276678,2.720639869,1.56518451
a,1,2,2.385605402,2.543054,183,16.18,11.38,10.95,3.39E-09,0.157448598,16,8,0,1.884629466,2.079355647,4.355991805
watch,1,2,2.557777402,3.101223,184,10.95,16.18,13.9,3.86E-09,0.543445598,17,8,1,1.624721812,2.310541235,3.891120632
out,1,2,3.211728402,3.41708,185,13.9,10.95,16.21,3.88E-09,0.205351598,18,8,0,1.836019692,2.513666868,3.366057118
of,1,2,3.431803402,3.580495,186,16.21,13.9,12.87,4.01E-09,0.148691598,19,8,0,3.776234981,3.913909546,2.138302315
its,1,2,3.595218402,3.776048,187,12.87,16.21,4.078,3.93E-09,0.180829598,20,8,0,4.384214261,4.320779878,2.877160575
waistcoat,1,2,3.790771402,4.370184,188,4.078,12.87,9.28,3.80E-09,0.579412598,21,8,1,3.825864587,3.500953168,2.892910992
pocket,1,2,4.384907402,5.124992,189,9.28,4.078,16.19,3.96E-09,0.740084598,22,8,1,0,0,0
and,1,2,5.637331402,5.732994,190,16.19,9.28,11.07,3.88E-09,0.095662598,23,8,0,3.383915273,4.130261604,8.748790012
looked,1,2,5.747717402,6.058501,191,11.07,16.19,14.5,3.88E-09,0.310783598,24,8,1,3.571305237,2.813812255,1.97286539
at,1,2,6.073224402,6.271534,192,14.5,11.07,15.37,3.81E-09,0.198309598,25,8,0,2.456638909,3.446425433,3.583525868
it,1,2,6.286257402,6.465576,193,15.37,14.5,16.19,3.99E-09,0.179318598,26,8,0,2.633710964,2.487057532,1.328569838
and,1,2,6.887374402,6.97822,194,16.19,15.37,13.47,3.91E-09,0.090845598,27,8,0,3.973424633,4.211162637,8.651966827
then,1,2,6.992943402,7.136052,195,13.47,16.19,6.41,4.02E-09,0.143108598,28,8,0,2.92744249,2.58138706,3.779525299
hurried,1,2,7.150775402,7.5265,196,6.41,13.47,15.08,3.74E-09,0.375724598,29,8,1,6.65491821,5.339608011,3.5815559
on,1,2,7.541223402,8.034012,197,15.08,6.41,8.65,3.65E-09,0.492788598,30,8,0,4.505597514,5.112316026,6.776944326
Alice,1,2,8.467782402,8.931971,198,8.65,15.08,11.5,3.67E-09,0.464188598,31,8,1,6.344583688,5.803482391,3.040639979
started,1,2,8.946694402,9.351018,199,11.5,8.65,16.35,3.93E-09,0.404323598,32,8,1,1.228645003,2.529139112,1.745024886
to,1,2,9.365741402,9.542583,200,16.35,11.5,13.3,3.70E-09,0.176841598,33,8,0,3.610238234,4.281320375,4.669502621
her,1,2,9.557306402,9.681465,201,13.3,16.35,10.6,3.62E-09,0.124158598,34,8,0,6.938311896,5.96939373,7.302115163
feet,1,2,9.696188402,10.04544,202,10.6,13.3,15.42,3.70E-09,0.349251598,35,8,1,2.001445068,2.829824184,4.338912627
for,1,2,10.1080544,10.310964,203,15.42,10.6,15.37,3.61E-09,0.2029096,36,8,0,2.771962967,2.458679687,2.162848662
it,1,2,10.3256874,10.427843,204,15.37,15.42,6.98,3.92E-09,0.1021556,37,8,0,2.23092386,2.206560793,1.142761567
flashed,1,2,10.4425664,10.835644,205,6.98,15.37,11.04,4.08E-09,0.3930776,38,8,1,1.219911654,1.341513777,1.856967118
across,1,2,10.8503674,11.29061,206,11.04,6.98,13.3,4.19E-09,0.4402426,39,8,0,3.166598059,3.247821407,3.831499579
her,1,2,11.3053334,11.362447,207,13.3,11.04,11.78,3.51E-09,0.0571136,40,8,0,4.255190574,3.714899622,7.205263984
mind,1,2,11.3771704,11.865304,208,11.78,13.3,15.48,3.97E-09,0.4881336,41,8,1,0.644822784,0.528259754,3.38744462
that,1,2,12.1913204,12.300328,209,15.48,11.78,13.1,4.07E-09,0.1090076,42,8,0,2.822781823,1.919911996,2.166536609
she,1,2,12.3150514,12.413114,210,13.1,15.48,13.53,3.74E-09,0.0980626,43,8,0,2.421403217,2.328138974,1.103952271
d,1,2,12.4278374,12.520772,211,13.53,13.1,12.62,3.76E-09,0.0929346,44,8,0,1.219911654,1.311799549,1.858821286
never,1,2,12.5354954,12.894136,212,12.62,13.53,12.75,3.47E-09,0.3586406,45,8,1,2.449772483,2.390131896,4.370602888
before,1,2,12.9096874,13.306232,213,12.75,12.62,11.99,3.77E-09,0.3965446,46,8,1,2.471248748,2.745622873,3.266112824
seen,1,2,13.3209554,13.735871,214,11.99,12.75,16.18,4.15E-09,0.4149156,47,8,1,4.976181848,5.566406032,3.725433382
a,1,2,13.7505944,13.816869,215,16.18,11.99,8.66,3.85E-09,0.0662746,48,8,0,3.13894633,3.310255708,4.400402234
rabbit,1,2,13.8315924,14.188025,216,8.66,16.18,14.97,3.95E-09,0.3564326,49,8,1,1.28523737,1.150494631,4.139356337
with,1,2,14.2027484,14.35666,217,14.97,8.66,12.17,4.30E-09,0.1539116,50,8,0,1.877723178,1.974151959,2.200186452
either,1,2,14.3713834,14.74165,218,12.17,14.97,16.18,3.56E-09,0.3702666,51,8,0,6.251470043,5.477400389,2.886054213
a,1,2,14.7563734,14.842296,219,16.18,12.17,4.078,3.87E-09,0.0859226,52,8,0,3.569112764,4.035865495,5.218006112
waistcoat,1,2,14.8570194,15.277549,220,4.078,16.18,9.28,3.69E-09,0.4205296,53,8,1,1.110377719,1.226168337,4.045059623
pocket,1,2,15.2922724,15.828297,221,9.28,4.078,14.78,3.77E-09,0.5360246,54,8,1,0,0,0
or,1,2,15.8430204,16.110249,222,14.78,9.28,16.18,3.44E-09,0.2672286,55,8,0,3.148749339,3.204913739,8.711137657
a,1,2,16.1249724,16.163535,223,16.18,14.78,10.95,3.63E-09,0.0385626,56,8,0,2.668866929,3.001621577,4.336009843
watch,1,2,16.1782584,16.57061,224,10.95,16.18,16.35,3.52E-09,0.3923516,57,8,1,1.559439281,1.323671599,3.433058728
to,1,2,16.5853334,16.690338,225,16.35,10.95,12.71,3.81E-09,0.1050046,58,8,0,5.33318946,5.261234861,3.117714254
take,1,2,16.7050614,16.965712,226,12.71,16.35,13.9,3.72E-09,0.2606506,59,8,1,0.66195729,0.742161476,2.56350455
out,1,2,16.9804354,17.166919,227,13.9,12.71,16.21,3.98E-09,0.1864836,60,8,0,3.573364832,4.778920484,6.838766289
of,1,2,17.1816424,17.302196,228,16.21,13.9,15.37,4.03E-09,0.1205536,61,8,0,1.619197446,1.973202716,2.319416859
it,1,2,17.3169194,17.540406,229,15.37,16.21,16.19,3.77E-09,0.2234866,62,8,0,3.201116214,2.251058292,1.441006995
and,1,2,18.0100954,18.258774,230,16.19,15.37,9.2,3.93E-09,0.2486786,1,9,0,3.973424633,4.302550405,8.688604627
burning,1,2,18.2734974,18.641903,231,9.2,16.19,14.97,3.66E-09,0.3684056,2,9,1,4.294090352,4.868656433,3.69134012
with,1,2,18.6566264,18.802522,232,14.97,9.2,8.44,3.85E-09,0.1458956,3,9,0,1.866514992,2.555538762,3.525900997
curiosity,1,2,18.8172454,19.803263,233,8.44,14.97,13.1,3.81E-09,0.9860176,4,9,1,3.929541963,3.943791399,3.387985185
she,1,2,20.0813884,20.282175,234,13.1,8.44,10.34,1.35E-05,0.2007866,5,9,0,2.900916894,3.374366661,1.464418765
ran,1,2,20.2968984,20.533604,235,10.34,13.1,11.04,0.013633,0.2367056,6,9,1,1.107378018,1.66826264,1.865950782
across,1,2,20.5483274,20.928706,236,11.04,10.34,16.96,0.0010092,0.3803786,7,9,0,3.166598059,3.205121015,3.719548272
the,1,2,20.9434294,21.024488,237,16.96,11.04,11.29,0.0015001,0.0810586,8,9,0,1.255200496,1.119965023,3.950093883
field,1,2,21.0392114,21.395644,238,11.29,16.96,12.93,0.0051709,0.3564326,9,9,1,0.824339779,0.913643753,3.424108742
after,1,2,21.4103674,21.851849,239,12.93,11.29,15.37,0.00026576,0.4414816,10,9,1,1.877723178,1.895936982,2.165263538
it,1,2,21.8665724,21.994284,240,15.37,12.93,16.19,0.00016924,0.1277116,11,9,0,2.421403217,2.355543552,1.118670571
and,1,2,22.4041094,22.583024,241,16.19,15.37,8.927,0.00012202,0.1789146,1,10,0,3.973424633,4.596129014,8.746204228
fortunately,1,2,22.5977474,23.359182,242,8.927,16.19,14.56,0.0069663,0.7614346,2,10,NaN,5.043351234,6.098886195,3.366448837
was,1,2,23.5894154,23.850066,243,14.56,8.927,13.84,0.0086673,0.2606506,3,10,0,3.175441032,3.209455876,1.81768793
just,1,2,23.8647894,24.233195,244,13.84,14.56,15.9,0.0094276,0.3684056,4,10,1,2.757775012,3.015349465,4.201450409
in,1,2,24.2479184,24.364896,245,15.9,13.84,13.58,0.0030227,0.1169776,5,10,0,3.319243977,2.616396624,3.148271129
time,1,2,24.3796194,24.674138,246,13.58,15.9,16.35,0.0062487,0.2945186,6,10,1,3.645284576,4.156088686,3.239916717
to,1,2,24.6888614,24.771971,247,16.35,13.58,13.27,0.002517,0.0831096,7,10,0,4.141912826,4.870004141,3.213465782
see,1,2,24.7866944,24.963535,248,13.27,16.35,15.37,2.70E-05,0.1768406,8,10,1,0.66195729,1.013011331,2.256673333
it,1,2,24.9782584,25.119182,249,15.37,13.27,10.04,0.0025089,0.1409236,9,10,0,2.653519621,2.250608803,1.787108293
pop,1,2,25.1339054,25.45442,250,10.04,15.37,12.59,0.001036,0.3205146,10,10,1,3.513570127,5.009582626,2.033600753
down,1,2,25.4691434,25.676948,251,12.59,10.04,16.18,0.0017896,0.2078046,11,10,0,6.053084497,4.844970378,7.206152311
a,1,2,25.6916714,25.784088,252,16.18,12.59,11.81,7.40E-05,0.0924166,12,10,0,2.570285391,3.347649752,4.024142515
large,1,2,25.7988114,26.172787,253,11.81,16.18,8.66,0.00056377,0.3739756,13,10,1,2.264478656,2.33088918,4.469421709
rabbit,1,2,26.1875104,26.508025,254,8.66,11.81,10.16,0.0076346,0.3205146,14,10,1,0.515633001,0.829209,3.644367682
hole,1,2,26.5227484,26.807345,255,10.16,8.66,12.43,1.31E-06,0.2845966,15,10,1,0,0,0
under,1,2,26.8220684,27.086268,256,12.43,10.16,16.96,2.71E-07,0.2641996,16,10,0,2.119439953,1.95353822,2.191225562
the,1,2,27.1009914,27.19449,257,16.96,12.43,6.68,4.89E-07,0.0934986,17,10,0,1.551038125,1.565908084,3.882570928
hedge,1,2,27.2092134,27.705304,258,6.68,16.96,15.9,3.46E-06,0.4960906,18,10,1,0.824339779,0.892051251,3.26057902
In,1,2,28.6539054,28.840815,259,15.9,6.68,12.56,0.0071053,0.1869096,1,11,0,3.941534123,4.500924912,4.244906395
another,1,2,28.8555384,29.261767,260,12.56,15.9,10.68,0.0005125,0.4062286,2,11,1,1.922007801,1.480127989,2.910717607
moment,1,2,29.2764904,29.740678,261,10.68,12.56,12.59,7.87E-05,0.4641876,3,11,1,0.824339779,0.901109979,4.895024891
down,1,2,29.8392114,30.159726,262,12.59,10.68,11.66,0.002936,0.3205146,4,11,0,4.355213829,4.238259945,3.223500134
went,1,2,30.1744494,30.339002,263,11.66,12.59,8.65,0.0051931,0.1645526,5,11,1,3.253831891,3.015667139,1.556064875
Alice,1,2,30.3537254,30.746393,264,8.65,11.66,12.93,0.0014751,0.3926676,6,11,1,2.791519158,4.16288954,4.216214214
after,1,2,30.7611164,31.169989,265,12.93,8.65,15.37,2.86E-07,0.4088726,7,11,1,3.306298423,3.019095176,2.265889762
it,1,2,31.1847124,31.357005,266,15.37,12.93,12.62,0.0028263,0.1722926,8,11,0,1.881148085,2.136623898,2.664461963
never,1,2,31.7069664,31.967617,267,12.62,15.37,12.15,5.25E-05,0.2606506,9,11,1,4.214430516,4.060122908,3.048701976
once,1,2,31.9823404,32.362867,268,12.15,12.62,10.29,0.0014084,0.3805266,10,11,1,2.570285391,2.164541478,3.602863975
considering,1,2,32.3775904,33.057141,269,10.29,12.15,13.52,0.0019528,0.6795506,11,11,1,5.14609847,6.397613513,3.703223176
how,1,2,33.1915924,33.451171,270,13.52,10.29,15.9,0.000237,0.2595786,12,11,0,7.013387471,6.647502155,5.427502708
in,1,2,33.4658944,33.571971,271,15.9,13.52,16.96,1.08E-06,0.1060766,13,11,0,3.866524987,3.687780946,3.962991141
the,1,2,33.5866944,33.65578,272,16.96,15.9,12.6,6.98E-07,0.0690856,14,11,0,0.643683363,1.3683076,3.172452471
world,1,2,33.6705034,34.062855,273,12.6,16.96,13.1,1.31E-06,0.3923516,15,11,1,0.824339779,0.813222137,4.883189849
she,1,2,34.0775784,34.230474,274,13.1,12.6,14.56,0.014709,0.1528956,16,11,0,3.719363572,4.017134616,2.598318551
was,1,2,34.2451974,34.457957,275,14.56,13.1,16.35,0.0027114,0.2127596,17,11,0,1.107378018,1.240033382,1.79331402
to,1,2,34.4726804,34.55374,276,16.35,14.56,13.79,0.0059143,0.0810596,18,11,0,3.634986599,3.729605496,3.598533519
get,1,2,34.5684634,34.710466,277,13.79,16.35,13.9,0.021268,0.1420026,19,11,1,0.886672437,0.695648493,2.067986045
out,1,2,34.7251894,34.921245,278,13.9,13.79,12.43,0.0019262,0.1960556,20,11,0,3.573364832,4.861991254,6.469559048
again,1,2,34.9359684,35.403913,279,12.43,13.9,16.96,0.0038667,0.4679446,21,11,1,3.307251817,4.046335504,3.056878276
The,1,2,36.4990384,36.571974,280,16.96,12.43,8.66,0.01093,0.0729356,1,12,0,3.243178468,3.2445917,3.283494802
rabbit,1,2,36.5866974,36.948297,281,8.66,16.96,10.16,0.0013607,0.3615996,2,12,1,1.968275616,1.52657249,4.734602317
hole,1,2,36.9630204,37.139862,282,10.16,8.66,11.66,0.0005993,0.1768416,3,12,1,0,0,0
went,1,2,37.1545854,37.294566,283,11.66,10.16,10.66,0.0013902,0.1399806,4,12,1,3.557386358,2.703588501,1.622172245
straight,1,2,37.3092894,37.670094,284,10.66,11.66,15.08,3.12E-05,0.3608046,5,12,1,2.757775012,3.001132556,4.21812839
on,1,2,37.6848174,37.858229,285,15.08,10.66,13.87,0.0012281,0.1734116,6,12,0,3.319243977,2.613299927,3.459574449
like,1,2,37.8729524,38.035882,286,13.87,15.08,16.18,0.0073876,0.1629296,7,12,0,5.826462563,5.235699778,2.78625696
a,1,2,38.0506054,38.112317,287,16.18,13.87,8.92,0.0016081,0.0617116,8,12,0,1.28155003,1.405141925,4.936088288
tunnel,1,2,38.1270404,38.516733,288,8.92,16.18,15.42,0.0016912,0.3896926,9,12,1,0.824339779,0.828601971,4.565587778
for,1,2,38.5314564,38.696325,289,15.42,8.92,13.86,4.46E-07,0.1648686,10,12,0,1.877723178,1.993860277,2.101376786
some,1,2,38.7110484,38.995644,290,13.86,15.42,13.1,1.55E-07,0.2845956,11,12,1,1.551038125,1.550267197,4.706188499
way,1,2,39.0103674,39.306937,291,13.1,13.86,16.19,4.18E-07,0.2965696,12,12,1,0.824339779,0.84611372,3.816644043
and,1,2,39.6090074,39.773876,292,16.19,13.1,13.47,0.00026253,0.1648686,13,12,0,3.148749339,2.812815427,8.772517189
then,1,2,39.7885994,39.989386,293,13.47,16.19,6.79,0.0047297,0.2007866,14,12,0,3.387104324,3.300328408,3.677020321
dipped,1,2,40.0041094,40.240814,294,6.79,13.47,9.96,0.014125,0.2367046,15,12,1,3.1057802,2.901600278,2.079649874
suddenly,1,2,40.2555374,40.827481,295,9.96,6.79,12.59,0.00014843,0.5719436,16,12,1,4.054546117,3.155224474,3.8665878
down,1,2,40.8422044,41.246529,296,12.59,9.96,14.05,0.016401,0.4043246,17,12,0,9.506261971,6.409644296,6.549358506
so,1,2,41.4528164,41.783817,297,14.05,12.59,9.96,0.014058,0.3310006,18,12,0,1.059176842,2.167912497,2.503187055
suddenly,1,2,41.7985404,42.467753,298,9.96,14.05,15.48,0.0012168,0.6692126,19,12,1,4.616151281,5.237725011,3.364880846
that,1,2,42.7219324,42.83208,299,15.48,9.96,8.65,0.0063021,0.1101476,20,12,0,3.569112764,4.064142131,4.775046151
Alice,1,2,42.8468034,43.245984,300,8.65,15.48,13.53,0.00061253,0.3991806,21,12,1,2.782802419,2.27875587,3.707427126
had,1,2,43.2607074,43.429059,301,13.53,8.65,14.77,0.015707,0.1683516,22,12,0,2.142999068,1.849122498,1.854836436
not,1,2,43.4437824,43.604378,302,14.77,13.53,16.18,1.29E-05,0.1605956,23,12,0,2.188017837,3.007572869,3.849164293
a,1,2,43.6191014,43.653059,303,16.18,14.77,10.68,0.0069789,0.0339576,24,12,0,4.126598737,4.115799532,4.268031946
moment,1,2,43.6677824,44.191835,304,10.68,16.18,16.35,0.0030938,0.5240526,25,12,1,1.110377719,1.338484643,4.361644908
to,1,2,44.2065584,44.275644,305,16.35,10.68,13.39,0.010055,0.0690856,26,12,0,5.33318946,5.208028139,3.077716721
think,1,2,44.2903674,44.540091,306,13.39,16.35,14.08,0.0095879,0.2497236,27,12,1,0.66195729,0.803178179,2.297703218
