Order,praatword,distance
987,alice,8.210831
988,was,2.238188
989,not,2.807787
990,a,2.757277
991,bit,2.674601
992,hurt,5.893520
993,and,2.740313
994,she,1.310385
995,jumped,7.395564
996,up,0.777506
997,onto,4.629321
998,her,1.467111
999,feet,1.604052
1000,in,3.841258
1001,a,1.502830
1002,moment,3.795979
1003,she,4.517636
1004,looked,4.005899
1005,up,1.788247
1006,but,4.956697
1007,it,4.795355
1008,was,0.525103
1009,all,4.018414
1010,dark,5.450593
1011,overhead,9.022675
1012,before,4.888699
1013,her,1.011663
1014,was,5.082062
1015,another,5.617001
1016,long,5.709713
1017,passage,5.040695
1018,and,2.176716
1019,the,2.510177
1020,white,5.705383
1021,rabbit,4.837639
1022,was,1.967587
1023,still,3.998995
1024,in,2.996080
1025,sight,2.966069
1026,hurrying,7.316328
1027,down,2.926091
1028,it,5.602107
1029,there,3.991293
1030,was,0.888580
1031,not,3.656248
1032,a,0.895721
1033,moment,3.345448
1034,to,0.974680
1035,be,2.369195
1036,lost,3.528797
1037,away,7.194073
1038,went,9.456477
1039,alice,9.215920
1040,like,6.706257
1041,the,2.396862
1042,wind,4.038929
1043,and,1.999281
1044,was,4.393590
1045,just,3.999386
1046,in,4.653648
1047,time,0.226528
1048,to,0.450790
1049,hear,2.384441
1050,it,3.258837
1051,say,6.636065
1052,as,4.230902
1053,it,3.195419
1054,turned,5.956793
1055,a,3.652612
1056,corner,2.117086
1057,oh,7.215860
1058,my,4.213854
1059,ears,6.443115
1060,and,2.901934
1061,whiskers,7.738333
1062,how,4.675041
1063,late,7.698540
1064,it,2.115639
1065,'s,3.081072
1066,getting,2.935003
1067,she,2.449945
1068,was,2.012274
1069,close,7.473627
1070,behind,3.426022
1071,it,4.827659
1072,when,3.921853
1073,she,0.789629
1074,turned,4.928073
1075,the,2.656532
1076,corner,1.671888
1077,but,4.541676
1078,the,2.943693
1079,rabbit,8.283665
1080,was,1.539307
1081,no,4.159377
1082,longer,0.371025
1083,to,4.155721
1084,be,0.403389
1085,seen,0.488363
1086,she,4.633521
1087,found,5.098017
1088,herself,1.289616
1089,in,2.625140
1090,a,1.016460
1091,long,4.361121
1092,low,3.649022
1093,hall,3.481922
1094,which,4.959426
1095,was,1.572302
1096,lit,7.367145
1097,up,1.467129
1098,by,1.244728
1099,a,0.991478
1100,row,5.791900
1101,of,0.144821
1102,lamps,5.907316
1103,hanging,6.252319
1104,from,3.290354
1105,the,0.723825
1106,roof,2.425919
1107,there,3.991293
1108,were,2.168829
1109,doors,7.686689
1110,all,5.190932
1111,round,2.177951
1112,the,1.264692
1113,hall,3.918486
1114,but,3.433090
1115,they,3.214624
1116,were,1.087790
1117,all,2.798522
1118,locked,3.515139
1119,and,1.729734
1120,when,4.969312
1121,alice,8.247344
1122,had,3.198574
1123,been,3.112797
1124,all,6.261336
1125,the,1.899781
1126,way,3.418715
1127,down,2.255211
1128,one,6.269478
1129,side,3.108477
1130,and,3.285805
1131,up,4.203133
1132,the,0.863455
1133,other,2.488741
1134,trying,10.286530
1135,every,7.643984
1136,door,2.667537
1137,she,2.006207
1138,walked,5.311552
1139,sadly,9.134233
1140,down,2.590568
1141,the,0.407280
1142,middle,6.649950
1143,wondering,9.324930
1144,how,2.591648
1145,she,1.282101
1146,was,2.871958
1147,ever,5.312788
1148,to,2.691904
1149,get,1.792362
1150,out,2.151617
1151,again,3.722059
1152,suddenly,6.620358
1153,she,1.409014
1154,came,4.802692
1155,upon,3.346014
1156,a,2.139671
1157,little,3.045164
1159,legged,4.420769
1160,table,7.223190
1161,all,6.675647
1162,made,6.432851
