praatword,parsedword,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
a,a,8,2.162241,2.171891,0.527843,9,2.157185,2.555298,0.516557,9,2.145412,3.207411,0.535456,9,2.140854,3.425879,0.527372,9,2.149452,3.941045,0.531029,9,2.144753,4.054516,0.52894
game,game,23,9.185148,1.515579,-0.656312,23,9.169038,1.979795,-0.575503,23,9.183727,2.617922,-0.589489,23,9.179416,2.872111,-0.553768,23,9.18701,3.33791,-0.603135,23,9.187955,3.46948,-0.585036
of,of,22,3.042538,1.79738,0.281801,23,3.079531,2.124661,0.144866,23,3.049485,2.838654,0.220732,23,2.969468,3.208879,0.336768,23,3.034347,3.587191,0.249281,23,2.997912,3.774572,0.305092
croquet,croquet,17,9.91966,1.501199,-0.296181,23,9.664257,1.986594,-0.138067,23,9.706258,2.630962,-0.207692,23,9.545565,3.127986,-0.080893,23,9.730987,3.365423,-0.221768,23,9.662377,3.56953,-0.205042
she,she,14,4.014323,3.119756,1.61856,14,4.048103,3.536024,1.54943,14,4.010292,4.181011,1.55005,14,3.967804,4.769547,1.64156,14,3.945399,4.957484,1.59206,14,4.005972,5.183528,1.614
was,was,20,2.433428,2.27136,-0.848396,20,2.428221,2.895768,-0.640256,20,2.431895,3.579837,-0.601174,27,2.475163,4.014542,-0.755005,27,2.448617,4.294073,-0.663411,27,2.449841,4.484583,-0.698945
playing,<UNK>,5,3.223833,2.960506,0.689146,7,3.22052,3.592202,0.696434,7,3.219415,4.284246,0.704409,6,3.227054,4.710043,0.695501,7,3.228161,4.99906,0.704987,7,3.221968,5.1922,0.707617
against,against,22,6.692655,1.154437,-1.80607,28,6.654885,1.927629,-1.66457,28,6.651483,2.612073,-1.67217,29,6.610007,3.0542,-1.65584,28,6.626596,3.331664,-1.6674,29,6.665414,3.446005,-1.74619
herself,herself,14,4.307039,1.503868,0.349431,21,4.346423,2.236675,0.309046,22,4.35017,2.916788,0.304715,22,4.336408,3.365333,0.311133,22,4.33949,3.641895,0.310231,22,4.339886,3.753635,0.30763
for,for,15,4.066665,2.562927,1.05906,15,4.063546,3.33255,1.09587,15,4.070994,3.977079,1.06029,15,4.059376,4.400107,1.03477,15,4.067501,4.684028,1.04213,15,4.043443,4.829491,1.07586
this,this,11,3.999908,2.085516,-0.477411,12,4.034146,2.740682,-0.591868,12,4.025652,3.403982,-0.573097,12,4.03138,3.848762,-0.551345,12,4.025623,4.123371,-0.560657,12,4.028172,4.303132,-0.526359
curious,curious,16,8.226281,2.11705,0.031534,16,8.245855,2.736048,-0.004634,17,8.24361,3.421669,0.017687,17,8.257535,3.856114,0.007352,17,8.241582,4.143803,0.020432,17,8.237049,4.327092,0.02396
child,child,16,7.848948,2.083986,-0.033064,16,7.853803,2.70325,-0.032798,17,7.852138,3.376736,-0.044933,17,7.854496,3.806593,-0.049521,17,7.850373,4.113847,-0.029956,17,7.84831,4.305131,-0.021961
was,was,16,6.832051,2.333436,0.24945,16,5.81587,1.740618,-0.962632,17,5.823583,2.3738,-1.00294,17,5.869926,2.887654,-0.918939,17,5.765187,3.151238,-0.962609,17,5.564628,3.405626,-0.899505
very,very,12,3.739227,2.518472,0.185036,13,3.77172,2.345193,0.604575,13,3.780184,2.981358,0.607558,13,3.79212,3.455911,0.568257,13,3.797244,3.721015,0.569777,13,3.799279,3.982585,0.576959
fond,fond,18,9.704305,2.046732,-0.47174,18,9.721614,1.69175,-0.653443,18,9.725376,2.303931,-0.677427,18,9.727237,2.764956,-0.690955,18,9.736202,3.017433,-0.703582,18,9.741445,3.257302,-0.725283
of,of,12,3.634544,2.631058,0.584326,17,3.412325,2.432982,0.741232,18,3.395449,3.044497,0.740566,18,3.398217,3.491238,0.726282,18,3.393289,3.753314,0.735881,16,3.390275,4.004933,0.747631
pretending,<UNK>,7,3.302349,3.332367,0.701309,7,2.9658,3.159831,0.726849,7,2.948822,3.804077,0.75958,8,2.958447,4.258288,0.76705,8,2.941225,4.540165,0.786851,8,2.927229,4.806428,0.801495
to,to,13,3.409801,3.174706,-0.157661,16,3.181584,3.134558,-0.025273,16,3.179036,3.83986,0.035783,16,3.173714,4.302737,0.044449,16,3.162843,4.584342,0.044177,16,3.150966,4.87704,0.070612
be,be,16,3.811248,1.38008,-1.79463,21,3.437732,1.654,-1.48056,21,3.413564,2.426002,-1.41386,21,3.364447,2.973848,-1.32889,21,3.374224,3.30678,-1.27756,21,3.349789,3.696327,-1.18071
two,two,17,8.903446,1.974946,0.594866,22,8.707795,2.561812,0.907812,22,8.745292,3.210188,0.784186,22,8.780872,3.644649,0.670801,22,8.804503,4.011908,0.705128,22,8.880512,4.288033,0.591706
people,people,13,8.145445,2.277538,0.302592,24,8.059727,2.469252,-0.09256,24,8.052277,3.145199,-0.064989,24,8.06971,3.606891,-0.037758,24,8.082408,3.978105,-0.033803,24,8.072088,4.371444,0.083411
but,but,9,4.129317,1.343215,-0.934323,9,4.115745,1.421503,-1.04775,9,4.107514,1.459739,-1.68546,9,4.105365,1.467331,-2.13956,9,4.10467,1.472151,-2.50595,9,4.104257,1.474332,-2.89711
it,it,9,2.710283,1.497121,0.153906,9,2.697464,1.598245,0.176742,9,2.692875,1.644223,0.184484,9,2.690957,1.668754,0.201423,9,2.689471,1.677099,0.204948,9,2.688599,1.681036,0.206704
's,'s,11,1.212151,1.304835,-0.192286,11,1.216806,1.424621,-0.173624,11,1.21971,1.492036,-0.152187,11,1.221316,1.511644,-0.15711,11,1.221617,1.527866,-0.149233,11,1.221964,1.536445,-0.144591
no,no,8,2.833183,2.175704,0.870869,8,2.77915,2.314878,0.890257,8,2.761318,2.384305,0.892269,9,2.752754,2.411172,0.899528,9,2.749218,2.429488,0.901622,9,2.747012,2.441475,0.90503
use,use,13,1.670042,1.117615,-1.05809,13,1.686901,1.366973,-0.947905,13,1.694042,1.486531,-0.897774,13,1.698152,1.533738,-0.877434,13,1.700061,1.559323,-0.870165,13,1.701852,1.570557,-0.870918
now,now,12,5.604762,1.582973,0.465358,12,5.591711,1.830889,0.463916,12,5.550754,2.108536,0.622005,12,5.533301,2.260258,0.72652,12,5.523366,2.336859,0.777536,12,5.516805,2.379149,0.808592
thought,thought,13,5.629197,2.542434,0.959461,13,5.524558,2.893479,1.06259,13,5.482702,3.233215,1.12468,13,5.462902,3.363433,1.10318,13,5.449443,3.45946,1.1226,13,5.440278,3.527792,1.14864
poor,poor,11,6.440461,2.183575,-0.358859,12,6.470311,2.50818,-0.385299,13,6.477401,2.822009,-0.411206,14,6.473683,2.996722,-0.366711,14,6.475451,3.156549,-0.302911,15,6.474325,3.231714,-0.296078
alice,alice,8,0.506474,1.909082,-0.274493,8,0.510777,2.33689,-0.17129,8,0.513816,2.683297,-0.138712,9,0.522852,2.842738,-0.153984,9,0.524779,2.952393,-0.204156,9,0.527049,3.030319,-0.201395
to,to,12,3.683576,2.422601,0.513519,12,3.661639,2.646871,0.309981,14,3.642783,3.073269,0.389972,15,3.638451,3.250557,0.407819,15,3.634664,3.364678,0.412285,16,3.630102,3.453625,0.423306
pretend,<UNK>,5,2.834911,1.705039,-0.717562,5,2.878633,2.068057,-0.578814,5,2.875492,2.439886,-0.633383,5,2.87142,2.641006,-0.609551,5,2.870427,2.761054,-0.603624,5,2.87219,2.847827,-0.605798
to,to,14,3.076817,2.339103,0.634064,14,3.05438,2.712784,0.644727,14,3.051777,3.108639,0.668753,14,3.05442,3.305516,0.66451,15,3.049981,3.436467,0.675413,15,3.04523,3.530371,0.682544
be,be,16,3.080119,1.437219,-0.901884,16,3.106104,1.777486,-0.935298,16,3.087129,2.244153,-0.864486,18,3.087307,2.432983,-0.872533,18,3.090162,2.559922,-0.876545,18,3.094145,2.6467,-0.883671
two,two,17,8.975476,1.67152,0.234301,17,8.760566,2.359563,0.582077,19,8.676884,2.91079,0.666637,19,8.657117,3.098283,0.6653,19,8.636479,3.254033,0.694111,19,8.611921,3.392454,0.745754
people,people,16,8.094927,2.035937,0.364417,17,8.115296,2.588708,0.229145,19,8.114152,3.125199,0.214409,19,8.127275,3.309436,0.211153,19,8.113232,3.510813,0.25678,19,8.120022,3.64248,0.250026
why,why,9,4.356656,1.927499,-0.108438,9,4.320743,2.024623,-0.564085,9,4.303313,2.079005,-1.04619,9,4.297316,2.092995,-1.21644,9,4.29453,2.100815,-1.41,9,4.292896,2.104606,-1.53787
there,there,10,3.882449,1.618249,-0.30925,10,3.854003,1.764576,-0.260047,10,3.84904,1.877835,-0.20117,10,3.84511,1.928095,-0.1649,10,3.843485,1.947894,-0.152921,10,3.842216,1.96218,-0.142426
's,'s,11,0.927362,1.013106,-0.605143,11,0.951209,1.2127,-0.551876,11,0.954237,1.335113,-0.542722,11,0.956845,1.387059,-0.541036,11,0.958592,1.407976,-0.539918,11,0.959592,1.423316,-0.538864
hardly,hardly,11,5.813851,1.559009,0.545903,12,5.791322,1.730569,0.517869,12,5.780349,1.901584,0.566471,12,5.774685,1.987665,0.600606,13,5.772776,2.016267,0.608291,13,5.770428,2.047426,0.62411
enough,enough,12,3.14277,2.122727,0.563718,13,3.125042,2.335545,0.604976,13,3.10839,2.520159,0.618575,13,3.109174,2.580773,0.593108,13,3.104527,2.620621,0.604354,13,3.10173,2.654028,0.606602
of,of,12,2.797906,1.919159,-0.203568,13,2.829818,2.146982,-0.188563,13,2.820491,2.384122,-0.136037,13,2.818236,2.462008,-0.118765,13,2.818455,2.513487,-0.107134,13,2.818118,2.562454,-0.091574
me,me,13,3.566734,1.961095,0.041936,14,3.568913,2.141534,-0.005448,14,3.579532,2.339824,-0.044298,14,3.581926,2.404668,-0.05734,14,3.582588,2.44942,-0.064067,14,3.583972,2.486079,-0.076375
left,left,14,13.166003,1.408162,-0.552933,15,12.714988,2.190174,0.04864,15,12.356728,2.85055,0.510726,15,12.192652,3.207805,0.803137,15,12.093721,3.452582,1.00316,15,12.020811,3.639117,1.15304
to,to,14,3.043771,1.874327,0.466165,14,3.050803,2.691539,0.501365,15,3.045387,3.263835,0.413285,15,3.086141,3.628879,0.421074,15,3.10792,3.841273,0.388691,16,3.125435,4.006017,0.3669
make,make,15,5.153426,1.217049,-0.657278,15,5.166838,1.869922,-0.821617,16,5.159956,2.587902,-0.675933,16,5.154741,2.885677,-0.743202,17,5.125298,3.163494,-0.677779,17,5.098903,3.370149,-0.635868
one,one,15,4.723665,2.314622,1.09757,15,4.708709,2.973628,1.10371,16,4.731155,3.689558,1.10166,16,4.711091,3.98656,1.10088,16,4.71705,4.259225,1.09573,16,4.717943,4.467597,1.09745
respectable,<UNK>,10,3.160354,2.798099,0.483477,10,3.159064,3.539567,0.565939,10,3.153605,4.169497,0.479939,10,3.140269,4.541452,0.554892,10,3.135845,4.782911,0.523686,10,3.131465,4.983917,0.51632
person,person,19,10.759374,1.452802,-1.3453,19,10.709723,2.279136,-1.26043,20,10.688806,2.951696,-1.2178,20,10.689255,3.310267,-1.23118,20,10.728621,3.484479,-1.29843,20,10.674541,3.724914,-1.259
soon,soon,9,9.690285,1.302749,-0.150053,9,9.438791,1.840395,-0.438741,9,9.256469,2.400738,-0.550958,9,9.192596,2.638834,-0.671433,9,9.177484,2.709623,-0.774856,9,9.166248,2.767514,-0.9574
her,her,10,6.849307,0.732731,-0.570018,12,6.971127,1.267597,-0.572798,12,6.937941,2.021394,-0.379344,12,6.966049,2.185329,-0.453505,12,6.956922,2.309036,-0.400587,12,6.95008,2.40435,-0.363164
eye,eye,10,4.374415,0.537382,-0.195349,12,4.428269,0.878956,-0.388641,13,4.49867,1.432662,-0.588732,13,4.503244,1.57826,-0.607069,13,4.501729,1.700326,-0.60871,13,4.498909,1.79525,-0.6091
fell,fell,11,7.561599,0.686633,0.149251,11,7.5764,0.94917,0.070214,13,7.513244,1.597943,0.165281,13,7.514416,1.721434,0.143174,13,7.504913,1.875026,0.1747,13,7.496867,1.98622,0.19097
on,on,12,4.609448,0.828247,0.141614,13,4.587185,1.178427,0.229257,14,4.530704,1.858934,0.260991,14,4.518038,2.038683,0.317249,14,4.513955,2.179098,0.304072,15,4.501551,2.321576,0.335356
a,a,9,2.085739,1.535126,0.706879,9,2.097492,1.87133,0.692903,10,2.136819,2.513413,0.654479,10,2.141496,2.668323,0.62964,10,2.142293,2.808824,0.629726,10,2.148461,2.932919,0.611343
little,little,14,2.394098,1.629011,0.093885,14,2.385733,1.931405,0.060075,15,2.395701,2.53563,0.022217,15,2.393981,2.695359,0.027036,16,2.391457,2.845817,0.036993,17,2.391122,2.975173,0.042254
glass,glass,14,6.922812,0.946033,-0.682978,14,6.931708,1.250386,-0.681019,15,6.931615,1.866885,-0.668745,15,6.935039,2.028131,-0.667228,15,6.937921,2.172322,-0.673495,15,6.93828,2.311715,-0.663458
box,box,13,11.272362,1.402801,0.456768,14,11.231551,1.839574,0.589188,14,11.164703,2.512794,0.645909,15,11.14937,2.707945,0.679814,15,11.139816,2.870826,0.698504,15,11.128178,3.028606,0.716891
that,that,11,4.090409,2.284346,0.881545,11,4.059836,2.745128,0.905554,12,4.043512,3.45543,0.942636,12,4.02517,3.688096,0.980151,12,4.012519,3.872158,1.00133,12,4.008243,4.035257,1.00665
was,was,14,1.831918,1.053738,-1.23061,14,1.831942,1.554465,-1.19066,14,1.837144,2.180112,-1.27532,16,1.849115,2.389274,-1.29882,16,1.860153,2.541444,-1.33071,16,1.86102,2.705165,-1.33009
lying,lying,17,5.873001,0.656478,-0.39726,19,5.881416,1.130533,-0.423932,18,5.857368,1.795076,-0.385036,18,5.852961,2.019141,-0.370133,19,5.849474,2.169643,-0.371801,19,5.847582,2.334485,-0.37068
under,under,18,6.695735,0.791725,0.135247,20,6.691824,1.27617,0.145637,20,6.685656,1.951729,0.156653,20,6.680327,2.197319,0.178178,20,6.677678,2.356654,0.187011,20,6.677279,2.516546,0.182061
the,the,8,1.413752,1.360268,0.568543,8,1.416345,1.847111,0.570941,8,1.416014,2.501517,0.549788,8,1.417878,2.736332,0.539013,8,1.416906,2.893305,0.536651,8,1.415816,3.058589,0.542043
table,table,21,4.545331,1.021871,-0.338397,23,4.542257,1.489984,-0.357127,23,4.540009,2.137727,-0.36379,23,4.543439,2.358145,-0.378187,23,4.537853,2.528017,-0.365288,23,4.535207,2.698269,-0.36032
she,she,15,3.411563,2.742411,1.72054,15,3.416038,3.315253,1.82527,15,3.433433,4.151535,2.01381,15,3.393717,4.344507,1.98636,15,3.372242,4.542934,2.01492,15,3.363918,4.705149,2.00688
opened,opened,11,6.83404,2.157539,-0.584872,12,6.858681,2.494309,-0.820944,15,6.892857,3.222077,-0.929458,15,6.892425,3.548932,-0.795575,19,6.892543,3.813414,-0.72952,19,6.8954,3.98286,-0.722289
it,it,9,3.016355,2.554721,0.397182,10,2.986314,2.934531,0.440222,9,3.012926,3.62251,0.400433,9,3.010767,3.943646,0.394714,9,3.013251,4.196736,0.383322,9,3.005332,4.385406,0.402546
and,and,12,2.333996,1.940538,-0.614183,14,2.2878,2.41348,-0.521051,15,2.289872,2.994276,-0.628234,20,2.295293,3.319605,-0.624041,21,2.298515,3.567402,-0.629334,21,2.288071,3.783859,-0.601547
found,found,9,4.958404,0.945331,-0.995207,12,4.937145,1.48124,-0.93224,12,4.931644,2.095875,-0.898401,12,4.960285,2.289075,-1.03053,12,4.973467,2.4784,-1.089,12,4.959429,2.743089,-1.04077
in,in,12,4.185661,1.499257,0.553926,13,4.179374,2.079226,0.597986,13,4.175328,2.687963,0.592088,13,4.16314,2.903395,0.61432,13,4.159582,3.101141,0.622741,14,4.163514,3.35282,0.609731
it,it,10,4.218718,1.572807,0.07355,10,4.217513,2.149017,0.069791,10,4.216864,2.759127,0.071164,10,4.196504,3.054368,0.150973,10,4.196467,3.253634,0.152493,10,4.197768,3.492351,0.139531
a,a,11,4.47928,2.98758,1.41477,11,4.41177,3.511683,1.36267,12,4.432966,4.128076,1.36895,12,4.417841,4.453992,1.39962,12,4.402675,4.697295,1.44366,12,4.418552,4.915757,1.42341
very,very,11,3.926693,2.681397,-0.306183,11,3.929781,3.151707,-0.359976,11,3.930731,3.752184,-0.375892,11,3.926609,4.073218,-0.380774,11,3.920419,4.302603,-0.394692,11,3.923215,4.485562,-0.430195
small,small,15,6.338403,1.875082,-0.806315,15,6.393492,2.430471,-0.721236,15,6.409301,2.938943,-0.813241,16,6.404,3.285992,-0.787226,16,6.398145,3.541357,-0.761246,16,6.392838,3.7424,-0.743162
cake,<UNK>,8,2.383798,2.264829,0.389747,8,2.371221,2.826891,0.39642,8,2.353911,3.349781,0.410838,8,2.359899,3.695875,0.409883,8,2.354366,3.963839,0.422482,8,2.352228,4.169809,0.427409
on,on,14,4.974889,2.325029,0.0602,14,4.845846,2.928693,0.101802,14,4.849644,3.439247,0.089466,15,4.825735,3.791638,0.095763,15,4.824459,4.040546,0.076707,15,4.850557,4.192382,0.022573
which,which,14,6.932506,2.22461,-0.100419,14,6.962416,2.784896,-0.143797,14,6.954812,3.274199,-0.165048,15,6.935822,3.648055,-0.143583,15,6.90232,3.955669,-0.084877,15,6.899593,4.086393,-0.105989
the,the,7,3.428093,2.491901,0.267291,7,3.619005,2.876652,0.091756,8,3.623881,3.410691,0.136492,8,3.601518,3.846113,0.198058,8,3.621769,4.124128,0.168459,8,3.613438,4.288498,0.202105
words,words,16,4.527997,2.027645,-0.464256,16,4.508497,2.466823,-0.409829,17,4.50984,3.022732,-0.387959,17,4.512199,3.426762,-0.419351,17,4.509894,3.695731,-0.428397,17,4.510914,3.860668,-0.42783
eat,eat,10,7.2298,2.135922,0.108277,10,7.246204,2.511216,0.044393,13,7.236494,3.078191,0.055459,16,7.239294,3.515144,0.088382,16,7.242828,3.792246,0.096515,16,7.238204,3.951763,0.091095
me,me,16,5.682396,2.417326,0.281404,17,5.691637,2.606117,0.094901,17,5.659871,3.262321,0.18413,17,5.663286,3.668657,0.153513,17,5.67402,3.900673,0.108427,17,5.661803,4.10467,0.152907
were,were,17,10.179585,0.721117,-1.69621,17,8.390179,1.239095,-1.36702,18,8.711718,1.851203,-1.41112,18,8.765331,2.168085,-1.50057,18,8.259126,2.547433,-1.35324,18,8.722758,2.636823,-1.46785
beautifully,<UNK>,5,2.877266,1.865266,1.14415,6,3.030687,2.608584,1.36949,6,2.949068,3.156866,1.30566,6,2.943898,3.438719,1.27063,6,2.973092,3.85936,1.31193,6,2.925427,3.892144,1.25532
marked,marked,17,11.995947,1.366944,-0.498322,17,12.250565,2.382773,-0.225811,18,11.977035,3.114014,-0.042852,18,11.885981,3.500365,0.061646,19,11.838385,3.980782,0.121422,20,11.79051,4.136734,0.24459
in,in,17,3.376872,1.484253,0.117309,13,3.351295,2.44173,0.058957,17,3.402381,3.058202,-0.055812,17,3.411942,3.438529,-0.061836,18,3.396345,3.886049,-0.094733,17,3.418377,4.010431,-0.126303
currants,<UNK>,5,3.367566,2.191254,0.707001,7,3.418135,3.092011,0.650281,7,3.405253,3.739895,0.681693,6,3.402743,4.13895,0.700421,7,3.428116,4.578288,0.692239,6,3.418208,4.713122,0.702691
well,well,9,4.967359,1.854237,-0.337017,9,4.928271,1.988356,-1.10365,9,4.909335,2.067378,-1.67252,9,4.903142,2.085791,-2.05316,9,4.899745,2.093565,-2.48472,9,4.897727,2.098805,-2.61432
i,i,7,1.617886,1.501811,-0.352426,8,1.620809,1.602117,-0.386239,8,1.620492,1.682816,-0.384562,8,1.620098,1.719402,-0.366389,8,1.619521,1.741403,-0.352162,8,1.618711,1.755852,-0.342953
'll,'ll,11,3.106381,1.178636,-0.323175,11,3.116442,1.30431,-0.297807,11,3.118863,1.405681,-0.277135,12,3.119634,1.447927,-0.271475,12,3.120221,1.474446,-0.266957,12,3.120567,1.495357,-0.260495
eat,eat,12,5.785705,1.353723,0.175087,12,5.768786,1.533226,0.228916,13,5.759732,1.661717,0.256036,14,5.756783,1.7183,0.270373,14,5.75505,1.751658,0.277212,14,5.754067,1.776905,0.281548
it,it,8,1.971068,1.82003,0.466307,9,1.939403,2.019389,0.486163,9,1.92356,2.169149,0.507432,9,1.916269,2.228515,0.510215,9,1.912727,2.265033,0.513375,9,1.910735,2.291552,0.514647
said,said,11,1.877381,1.571153,-0.248877,11,1.911223,1.692002,-0.327387,11,1.916067,1.893073,-0.276076,11,1.91768,1.953354,-0.275161,11,1.918385,1.990409,-0.274624,11,1.918923,2.018673,-0.272879
alice,alice,5,1.381222,2.057895,0.486742,5,1.329939,2.263062,0.57106,5,1.324082,2.468462,0.575389,5,1.316743,2.556819,0.603465,5,1.310088,2.608211,0.617802,5,1.305707,2.642934,0.624261
and,and,14,2.803268,1.701411,-0.356484,15,2.661432,2.349421,0.086359,15,2.618984,2.624794,0.156332,15,2.597594,2.805427,0.248608,17,2.58855,2.914922,0.306711,17,2.579255,3.016197,0.373263
if,if,9,4.68595,1.461969,-0.239442,12,4.686149,2.133943,-0.215478,12,4.692759,2.409749,-0.215045,12,4.695849,2.571298,-0.234129,12,4.692983,2.69944,-0.215482,12,4.692681,2.796455,-0.219742
it,it,9,1.756423,1.330629,-0.13134,9,1.757047,2.005915,-0.128028,9,1.757408,2.346786,-0.062963,9,1.75641,2.534313,-0.036985,9,1.756054,2.668826,-0.030614,9,1.755533,2.76759,-0.028865
makes,makes,10,5.761527,1.387949,0.05732,12,5.748678,2.077496,0.071581,15,5.7445,2.43229,0.085504,15,5.742281,2.626134,0.091821,15,5.741485,2.755426,0.0866,15,5.7412,2.853723,0.086133
me,me,16,4.541029,1.629779,0.24183,15,4.554972,2.374334,0.296838,15,4.51017,2.815106,0.382816,15,4.491241,3.022852,0.396718,16,4.486746,3.138896,0.38347,16,4.483717,3.2457,0.391977
grow,grow,14,5.437482,1.018158,-0.611621,14,5.395647,1.826253,-0.548081,14,5.445084,2.133533,-0.681573,16,5.450541,2.371905,-0.650947,16,5.450192,2.527824,-0.611072,16,5.453242,2.628029,-0.617671
larger,larger,16,6.627521,1.387034,0.368876,18,6.665543,2.056456,0.230203,18,6.576692,2.538081,0.404548,18,6.568475,2.807584,0.435679,18,6.57096,2.935938,0.408114,18,6.573385,3.014103,0.386074
i,i,12,2.975685,2.663189,1.27615,12,2.998563,3.310376,1.25392,13,2.965935,3.801331,1.26325,13,2.959536,4.033638,1.22605,13,2.937848,4.187885,1.25195,13,2.918058,4.279283,1.26518
can,can,12,4.404717,1.796044,-0.867145,12,4.420956,2.351458,-0.958918,12,4.398776,2.95581,-0.845521,13,4.397088,3.214839,-0.818799,18,4.395,3.409537,-0.778348,18,4.387503,3.570131,-0.709152
reach,reach,12,9.890257,0.960418,-0.835626,12,10.001314,1.175726,-1.17573,13,9.985189,1.735889,-1.21992,13,9.888326,2.183676,-1.03116,18,9.813459,2.543422,-0.866115,19,9.828758,2.623891,-0.94624
the,the,8,2.840163,2.142746,1.18233,8,2.814653,2.36852,1.19279,8,2.809295,2.930299,1.19441,8,2.815875,3.37509,1.19141,8,2.821201,3.740734,1.19731,8,2.81158,3.823085,1.19919
key,key,14,11.271362,2.082509,-0.060237,15,11.209214,2.526267,0.157747,15,11.205971,3.090217,0.159918,15,11.198232,3.524472,0.149382,16,11.211125,3.815976,0.075242,22,11.174926,3.987966,0.164881
and,and,13,3.117495,2.263498,0.180989,13,3.117773,2.676916,0.150649,14,3.040796,3.292247,0.20203,14,3.043379,3.709698,0.185226,15,3.006168,4.035906,0.21993,21,3.012885,4.207598,0.219632
if,if,13,5.395637,1.947774,-0.315724,14,5.476449,2.201594,-0.475322,15,5.461112,2.72085,-0.571397,15,5.421307,3.135856,-0.573842,15,5.34573,3.522751,-0.513155,22,5.347122,3.682259,-0.525339
it,it,8,2.052636,1.855925,-0.091849,9,2.05552,2.1639,-0.037694,9,2.051972,2.698298,-0.022552,9,2.048997,3.106369,-0.029487,9,2.047712,3.493825,-0.028926,9,2.04242,3.658988,-0.023271
makes,makes,15,5.466921,1.959895,0.10397,16,5.446982,2.274356,0.110456,17,5.439756,2.811994,0.113696,17,5.441589,3.218783,0.112414,17,5.446963,3.602706,0.108881,17,5.445114,3.767795,0.108807
me,me,16,4.204037,2.296381,0.336486,16,4.165014,2.734174,0.459818,17,4.155166,3.262295,0.450301,17,4.161908,3.66816,0.449377,18,4.167992,4.027108,0.424402,24,4.168693,4.195993,0.428198
grow,grow,14,5.07404,1.625125,-0.671256,16,5.077901,2.08008,-0.654094,17,5.109436,2.581201,-0.681094,17,5.108154,2.983448,-0.684712,17,5.118771,3.314498,-0.71261,17,5.124561,3.483996,-0.711997
smaller,smaller,18,8.337753,1.38081,-0.244315,18,8.0689,2.035383,-0.044697,19,7.942971,2.767796,0.186595,19,7.949124,3.135882,0.152434,19,7.982159,3.440768,0.12627,19,7.959399,3.639702,0.155706
